respondent_id,persona_id,female,gender_text,age_band,age_years,income_band,metropolis,city_type_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text,subsample,assigned_block_id
210,P0210,1,female,68_plus,70,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
211,P0211,0,male,68_plus,78,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
212,P0212,0,male,30_39,38,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
213,P0213,0,male,60_67,60,500_1999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
214,P0214,1,female,30_39,30,4000_plus_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
215,P0215,1,female,30_39,33,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
216,P0216,0,male,50_59,51,500_1999_eur,1,metropolis,0,5,1,holds a public transport pass,1,has an active MaaS subscription,SD,5
217,P0217,0,male,40_49,45,4000_plus_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
218,P0218,1,female,30_39,35,500_1999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
219,P0219,0,male,68_plus,80,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
220,P0220,0,male,68_plus,71,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
221,P0221,0,male,40_49,47,2000_3999_eur,1,metropolis,2,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
222,P0222,1,female,60_67,62,4000_plus_eur,0,large city,1,0,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,3
223,P0223,0,male,50_59,56,2000_3999_eur,0,large city,1,0,1,holds a public transport pass,1,has an active MaaS subscription,SD,3
224,P0224,1,female,50_59,59,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,5
225,P0225,0,male,60_67,63,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
226,P0226,0,male,30_39,35,2000_3999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
227,P0227,0,male,40_49,41,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
228,P0228,1,female,40_49,45,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
229,P0229,1,female,40_49,40,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
230,P0230,0,male,60_67,66,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,8
231,P0231,1,female,30_39,32,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,MD,6
232,P0232,0,male,50_59,53,4000_plus_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
233,P0233,1,female,40_49,49,2000_3999_eur,1,metropolis,3,0,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,7
234,P0234,1,female,60_67,64,4000_plus_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
235,P0235,1,female,50_59,51,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
236,P0236,0,male,60_67,60,500_1999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
237,P0237,1,female,40_49,42,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
238,P0238,1,female,68_plus,80,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
239,P0239,0,male,40_49,45,2000_3999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
240,P0240,1,female,40_49,46,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
241,P0241,1,female,68_plus,69,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
242,P0242,1,female,50_59,59,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
243,P0243,1,female,50_59,52,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,7
244,P0244,1,female,40_49,45,2000_3999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
245,P0245,0,male,60_67,61,500_1999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
246,P0246,0,male,30_39,33,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
247,P0247,0,male,60_67,65,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
248,P0248,1,female,60_67,63,2000_3999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
249,P0249,0,male,40_49,48,500_1999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
250,P0250,0,male,68_plus,77,2000_3999_eur,0,large city,3,5,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
251,P0251,1,female,30_39,33,4000_plus_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
252,P0252,1,female,60_67,63,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
253,P0253,0,male,40_49,48,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
254,P0254,0,male,18_29,28,500_1999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
255,P0255,0,male,50_59,54,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
256,P0256,1,female,50_59,58,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
257,P0257,1,female,60_67,62,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
258,P0258,1,female,40_49,42,500_1999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
259,P0259,1,female,30_39,30,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
260,P0260,0,male,40_49,48,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
261,P0261,0,male,60_67,64,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,1,has an active MaaS subscription,MD,4
262,P0262,1,female,30_39,31,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
263,P0263,1,female,40_49,47,2000_3999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
264,P0264,1,female,40_49,44,500_1999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
265,P0265,1,female,60_67,62,500_1999_eur,1,metropolis,4,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
266,P0266,1,female,50_59,53,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
267,P0267,1,female,40_49,41,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
268,P0268,0,male,60_67,67,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
269,P0269,0,male,60_67,60,500_1999_eur,0,large city,1,1,1,holds a public transport pass,1,has an active MaaS subscription,SD,4
270,P0270,0,male,40_49,42,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
271,P0271,1,female,40_49,45,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
272,P0272,1,female,40_49,49,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
273,P0273,1,female,68_plus,75,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
274,P0274,1,female,30_39,37,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
275,P0275,1,female,60_67,67,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
276,P0276,1,female,40_49,46,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
277,P0277,1,female,60_67,67,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
278,P0278,0,male,68_plus,69,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
279,P0279,1,female,68_plus,77,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
280,P0280,1,female,40_49,42,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
281,P0281,0,male,18_29,19,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
282,P0282,1,female,68_plus,71,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
283,P0283,1,female,50_59,53,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
284,P0284,0,male,68_plus,71,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
285,P0285,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
286,P0286,1,female,50_59,59,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
287,P0287,0,male,18_29,18,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
288,P0288,1,female,40_49,48,500_1999_eur,1,metropolis,3,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
289,P0289,1,female,60_67,66,4000_plus_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
290,P0290,1,female,30_39,31,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
291,P0291,1,female,50_59,57,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
292,P0292,1,female,68_plus,79,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,1,has an active MaaS subscription,MD,4
293,P0293,1,female,50_59,57,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
294,P0294,1,female,18_29,18,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
295,P0295,0,male,50_59,52,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
296,P0296,1,female,40_49,48,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
297,P0297,0,male,30_39,35,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
298,P0298,1,female,50_59,51,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
299,P0299,1,female,50_59,59,4000_plus_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
300,P0300,0,male,30_39,37,2000_3999_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
301,P0301,1,female,40_49,45,lt_500_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
302,P0302,0,male,68_plus,70,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
303,P0303,1,female,30_39,31,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,5
304,P0304,0,male,40_49,41,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
305,P0305,1,female,50_59,59,2000_3999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
306,P0306,0,male,60_67,64,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
307,P0307,0,male,30_39,37,2000_3999_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
308,P0308,1,female,50_59,59,4000_plus_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
309,P0309,0,male,30_39,36,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
310,P0310,0,male,50_59,59,500_1999_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
311,P0311,0,male,40_49,44,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,3
312,P0312,0,male,40_49,48,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
313,P0313,0,male,30_39,34,500_1999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
314,P0314,0,male,40_49,45,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
315,P0315,0,male,68_plus,78,500_1999_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
316,P0316,0,male,60_67,63,500_1999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
317,P0317,1,female,60_67,66,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
318,P0318,0,male,60_67,61,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
319,P0319,0,male,68_plus,71,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
320,P0320,0,male,40_49,47,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,MD,3
321,P0321,0,male,50_59,57,2000_3999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
322,P0322,1,female,18_29,25,2000_3999_eur,0,large city,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
323,P0323,0,male,68_plus,79,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
324,P0324,1,female,30_39,32,500_1999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
325,P0325,0,male,40_49,44,2000_3999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
326,P0326,0,male,18_29,18,500_1999_eur,1,metropolis,2,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
327,P0327,0,male,30_39,33,500_1999_eur,0,large city,1,5,1,holds a public transport pass,1,has an active MaaS subscription,SD,4
328,P0328,1,female,50_59,50,4000_plus_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
329,P0329,0,male,40_49,42,500_1999_eur,0,large city,2,1,1,holds a public transport pass,1,has an active MaaS subscription,SD,2
330,P0330,0,male,18_29,27,500_1999_eur,1,metropolis,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
331,P0331,1,female,30_39,37,lt_500_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
332,P0332,1,female,50_59,54,4000_plus_eur,1,metropolis,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
