respondent_id,source_observation_id,human_id,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H0133,158,10540188,54,36,18,4.8,18,1.6,9.0,0.27,0.18,0.3,0.48,0.09,0.16,1.8,0,0.96,1000000.0,1.8,0.5434782608695652,0.4265477439664218,S0133
H0134,162,10540199,119,108,11,5.5,38,4.57,32.0,0.595,0.54,0.1833333333333333,0.55,0.19,0.457,6.4,1,1.2733333333333334,0.647,6.4,0.6148800983808157,0.5162644281217209,S0134
H0135,163,10540202,92,92,0,8.2,16,1.58,10.0,0.46,0.46,0.0,0.82,0.08,0.158,2.0,1,1.28,0.238,2.0,0.5813953488372093,0.47166841552990557,S0135
H0136,164,10540215,67,65,2,6.2,17,2.19,17.0,0.335,0.325,0.0333333333333333,0.62,0.085,0.219,3.4,1,0.9783333333333333,0.304,3.4,0.5972526378658173,0.48898216159496327,S0136
H0137,165,10540216,139,133,6,16.4,33,5.79,45.0,0.695,0.665,0.1,1.64,0.165,0.579,9.0,1,2.405,0.744,9.0,0.3757985719654266,0.2193074501573977,S0137
H0138,166,10540237,64,61,3,6.0,11,1.16,6.5,0.32,0.305,0.05,0.6,0.055,0.1159999999999999,1.3,1,0.955,0.1709999999999999,1.3,0.7434944237918214,0.690713536201469,S0138
H0139,167,10540250,46,38,8,0.0,35,3.67,25.0,0.23,0.19,0.1333333333333333,0.0,0.175,0.367,5.0,1,0.3233333333333333,0.542,5.0,0.8205689277899343,0.7906610703043022,S0139
H0140,168,10540252,172,160,12,7.8,16,1.71,12.0,0.86,0.8,0.2,0.78,0.08,0.1709999999999999,2.4,1,1.78,0.2509999999999999,2.4,0.617283950617284,0.5220356768100735,S0140
H0141,170,10540260,123,112,11,0.0,41,4.08,23.5,0.615,0.56,0.1833333333333333,0.0,0.205,0.408,4.7,1,0.7433333333333334,0.613,4.7,0.8846947803007962,0.8740818467995802,S0141
H0142,171,10540265,168,132,36,35.1,28,2.97,22.0,0.84,0.66,0.6,3.51,0.14,0.297,4.4,1,4.77,0.437,4.4,0.7299270072992705,0.6720881427072403,S0142
H0143,172,10540266,234,185,49,7.9,40,4.18,28.8,1.17,0.925,0.8166666666666667,0.79,0.2,0.418,5.76,1,2.5316666666666667,0.618,5.76,0.343210159020707,0.17759706190975866,S0143
H0144,173,10540269,97,97,0,11.0,33,3.27,17.5,0.485,0.485,0.0,1.1,0.165,0.327,3.5,1,1.585,0.492,3.5,0.4777830864787387,0.3441762854144806,S0144
H0145,174,10540270,113,107,6,11.0,36,3.5,18.5,0.565,0.535,0.1,1.1,0.18,0.35,3.7,1,1.735,0.53,3.7,0.4535147392290249,0.31217208814270725,S0145
H0146,175,10540271,196,178,18,12.6,25,3.12,23.0,0.98,0.89,0.3,1.26,0.125,0.312,4.6,1,2.45,0.437,4.6,0.33189512114171915,0.16789087093389296,S0146
H0147,176,10540271,93,82,11,6.0,8,0.85,5.1,0.465,0.41,0.1833333333333333,0.6,0.04,0.0849999999999999,1.02,1,1.1933333333333334,0.12499999999999989,1.02,0.8522727272727273,0.8394543546694648,S0147
H0148,178,10540297,270,220,50,43.3,171,28.12,208.0,1.35,1.1,0.8333333333333334,4.33,0.855,2.8120000000000003,41.6,1,6.263333333333334,3.6670000000000003,41.6,0.27806098804337753,0.11594963273871983,S0148
H0149,179,10540298,167,150,17,12.5,63,9.76,68.0,0.835,0.75,0.2833333333333333,1.25,0.315,0.976,13.6,0,2.283333333333333,1000000.0,13.6,0.08119079837618404,0.009968520461699895,S0149
H0150,180,10540305,101,101,0,5.6,19,1.98,14.5,0.505,0.505,0.0,0.5599999999999999,0.095,0.198,2.9,1,1.065,0.29300000000000004,2.9,0.5643340857787811,0.45120671563483733,S0150
H0151,182,10540306,264,237,27,27.6,88,13.6,102.0,1.32,1.185,0.45,2.76,0.44,1.36,20.4,1,4.395,1.8,20.4,0.2781641168289291,0.11647429171038824,S0151
H0152,183,10540335,177,177,0,13.8,49,4.17,31.5,0.885,0.885,0.0,1.38,0.245,0.417,6.3,1,2.2649999999999997,0.6619999999999999,6.3,0.38417210910487903,0.229800629590766,S0152
H0153,184,10540351,470,439,31,61.2,180,29.12,206.0,2.35,2.195,0.5166666666666667,6.12,0.9,2.912,41.2,1,8.831666666666667,3.812,41.2,0.1661221551580929,0.03777544596012592,S0153
H0154,185,10540353,434,328,106,65.8,142,21.84,159.0,2.17,1.64,1.7666666666666666,6.58,0.71,2.184,31.8,1,9.986666666666666,2.894,31.8,0.12356866298706648,0.020461699895068207,S0154
H0155,186,10540354,76,69,7,3.8,14,1.53,10.9,0.38,0.345,0.1166666666666666,0.38,0.07,0.153,2.18,1,0.8416666666666666,0.223,2.18,0.6177924217462933,0.5230849947534103,S0155
H0156,187,10540384,65,65,0,4.8,17,1.79,12.0,0.325,0.325,0.0,0.48,0.085,0.179,2.4,1,0.8049999999999999,0.264,2.4,0.6489292667099287,0.5540398740818469,S0156
H0157,189,10540395,140,122,18,13.3,66,6.71,37.0,0.7,0.61,0.3,1.33,0.33,0.671,7.4,1,2.24,1.0010000000000001,7.4,0.44662795891022783,0.30167890870933894,S0157
H0158,190,10540396,111,111,0,10.4,16,1.82,11.5,0.555,0.555,0.0,1.04,0.08,0.182,2.3,1,1.5950000000000002,0.262,2.3,0.5865102639296189,0.47796432318992654,S0158
H0159,191,10540462,141,137,4,5.8,38,4.31,26.5,0.705,0.685,0.0666666666666666,0.58,0.19,0.4309999999999999,5.3,1,1.3316666666666666,0.6209999999999999,5.3,0.5845674201091193,0.4758656873032529,S0159
H0160,193,10540514,67,67,0,2.4,14,1.39,9.5,0.335,0.335,0.0,0.24,0.07,0.1389999999999999,1.9,1,0.575,0.2089999999999999,1.9,0.7320644216691068,0.6749737670514165,S0160
H0161,194,10540514,65,62,3,2.4,14,1.39,9.5,0.325,0.31,0.05,0.24,0.07,0.1389999999999999,1.9,1,0.6,0.2089999999999999,1.9,0.7189072609633357,0.6555613850996852,S0161
H0162,195,10540514,44,44,0,2.2,6,0.72,5.5,0.22,0.22,0.0,0.22,0.03,0.072,1.1,1,0.44,0.102,1.1,0.7473841554559043,0.695697796432319,S0162
H0163,197,10540514,103,90,13,8.6,26,2.84,22.0,0.515,0.45,0.2166666666666666,0.86,0.13,0.284,4.4,1,1.5266666666666666,0.414,4.4,0.47333543704638686,0.3373557187827912,S0163
H0164,198,10540515,207,180,27,24.8,55,5.98,44.0,1.035,0.9,0.45,2.48,0.275,0.5980000000000001,8.8,1,3.83,0.8730000000000001,8.8,0.25271670457417234,0.09286463798530954,S0164
H0165,199,10540515,68,68,0,2.6,16,1.76,13.0,0.34,0.34,0.0,0.26,0.08,0.176,2.6,1,0.6000000000000001,0.256,2.6,0.744047619047619,0.6915005246589717,S0165
H0166,200,10540516,55,52,3,5.5,38,3.77,25.0,0.275,0.26,0.05,0.55,0.19,0.377,5.0,1,0.8600000000000001,0.567,5.0,0.7733952049497292,0.7339979013641134,S0166
H0167,201,10540517,117,117,0,8.8,33,3.48,23.0,0.585,0.585,0.0,0.8800000000000001,0.165,0.348,4.6,1,1.465,0.513,4.6,0.5122950819672131,0.38352570828961174,S0167
H0168,202,10540518,96,93,3,11.0,32,3.41,18.0,0.48,0.465,0.05,1.1,0.16,0.341,3.6,1,1.6150000000000002,0.501,3.6,0.4730368968779564,0.33683105981112277,S0168
H0169,203,10540531,166,161,5,12.2,44,4.47,28.5,0.83,0.805,0.0833333333333333,1.22,0.22,0.4469999999999999,5.7,1,2.1083333333333334,0.6669999999999999,5.7,0.409612233752048,0.25918153200419725,S0169
H0170,204,10540532,119,107,12,13.6,37,4.08,27.5,0.595,0.535,0.2,1.36,0.185,0.408,5.5,1,2.095,0.593,5.5,0.39968025579536365,0.24868835257082897,S0170
H0171,205,10540532,32,32,0,3.0,6,0.72,5.5,0.16,0.16,0.0,0.3,0.03,0.072,1.1,1,0.45999999999999996,0.102,1.1,0.7363770250368188,0.6789087093389297,S0171
H0172,206,10540548,110,110,0,11.0,35,3.4,19.0,0.55,0.55,0.0,1.1,0.175,0.3399999999999999,3.8,1,1.6500000000000001,0.5149999999999999,3.8,0.46838407494145196,0.32948583420776495,S0172
H0173,207,10540548,55,51,4,4.8,18,1.71,9.5,0.275,0.255,0.0666666666666666,0.48,0.09,0.1709999999999999,1.9,1,0.8016666666666665,0.2609999999999999,1.9,0.6490696668109044,0.5548268625393494,S0173
H0174,210,10540559,46,46,0,5.6,5,0.72,4.1,0.23,0.23,0.0,0.5599999999999999,0.025,0.072,0.82,1,0.7899999999999999,0.097,0.82,0.970873786407767,0.974816369359916,S0174
H0175,211,10540559,265,228,37,19.2,45,6.31,42.0,1.325,1.14,0.6166666666666667,1.92,0.225,0.631,8.4,1,3.6766666666666667,0.856,8.4,0.2617344268016053,0.10020986358866736,S0175
H0176,212,10540560,81,71,10,4.8,12,1.23,9.0,0.405,0.355,0.1666666666666666,0.48,0.06,0.123,1.8,1,1.0016666666666665,0.183,1.8,0.5560704355885078,0.44333683105981114,S0176
H0177,213,10540560,60,60,0,4.8,18,1.76,9.5,0.3,0.3,0.0,0.48,0.09,0.176,1.9,1,0.78,0.266,1.9,0.6605019815059445,0.5713536201469045,S0177
H0178,216,10540563,461,420,41,79.4,117,17.77,134.0,2.305,2.1,0.6833333333333333,7.94,0.585,1.777,26.8,1,10.723333333333333,2.362,26.8,0.10682238997293833,0.01626442812172088,S0178
H0179,218,10540606,164,146,18,4.8,24,2.46,18.5,0.82,0.73,0.3,0.48,0.12,0.246,3.7,1,1.51,0.366,3.7,0.46641791044776115,0.3273871983210913,S0179
H0180,219,10540647,146,141,5,12.4,18,1.89,14.0,0.73,0.705,0.0833333333333333,1.24,0.09,0.189,2.8,1,2.0283333333333333,0.279,2.8,0.5644402634054563,0.45173137460650575,S0180
H0181,222,10540659,71,59,12,4.8,10,1.07,8.0,0.355,0.295,0.2,0.48,0.05,0.107,1.6,1,0.975,0.157,1.6,0.6153846153846154,0.5175760755508919,S0181
H0182,223,10540660,71,59,12,4.8,10,1.07,8.0,0.355,0.295,0.2,0.48,0.05,0.107,1.6,1,0.975,0.157,1.6,0.6153846153846154,0.5175760755508919,S0182
H0183,224,10540672,84,72,12,9.6,31,3.24,23.0,0.42,0.36,0.2,0.96,0.155,0.324,4.6,1,1.52,0.479,4.6,0.48995590396864286,0.35991605456453307,S0183
H0184,225,10540675,25,25,0,2.2,3,0.4,2.0,0.125,0.125,0.0,0.22,0.015,0.04,0.4,1,0.345,0.055,0.4,0.947867298578199,0.9467471143756558,S0184
H0185,226,10540675,23,23,0,2.8,4,0.49,3.0,0.115,0.115,0.0,0.2799999999999999,0.02,0.049,0.6,1,0.3949999999999999,0.069,0.6,0.8298755186721991,0.8040398740818469,S0185
H0186,228,10540689,141,124,17,6.0,28,2.92,21.0,0.705,0.62,0.2833333333333333,0.6,0.14,0.292,4.2,1,1.5033333333333334,0.432,4.2,0.48278081750885093,0.3483735571878279,S0186
H0187,229,10540689,118,103,15,6.0,28,2.92,21.0,0.59,0.515,0.25,0.6,0.14,0.292,4.2,1,1.365,0.432,4.2,0.5173305742369374,0.3898216159496327,S0187
H0188,231,10540691,135,98,37,13.2,20,2.19,15.6,0.675,0.49,0.6166666666666667,1.3199999999999998,0.1,0.219,3.12,1,2.4266666666666667,0.319,3.12,0.5905511811023622,0.48111227701993703,S0188
H0189,232,10540691,68,68,0,5.2,7,0.79,5.5,0.34,0.34,0.0,0.52,0.035,0.079,1.1,1,0.8600000000000001,0.114,1.1,0.8064516129032259,0.7717733473242392,S0189
H0190,233,10540692,278,238,40,61.6,62,8.54,65.5,1.39,1.19,0.6666666666666666,6.16,0.31,0.8539999999999999,13.1,1,8.016666666666666,1.164,13.1,0.1643835616438356,0.03672612801678909,S0190
H0191,234,10540692,33,33,0,5.4,4,0.54,3.1,0.165,0.165,0.0,0.54,0.02,0.054,0.62,1,0.7050000000000001,0.074,0.62,0.9216589861751152,0.9176285414480587,S0191
H0192,235,10540756,51,51,0,2.6,7,0.69,4.0,0.255,0.255,0.0,0.26,0.035,0.0689999999999999,0.8,1,0.515,0.1039999999999999,0.8,0.7782101167315174,0.7389821615949633,S0192
H0193,239,10540774,232,223,9,50.0,77,10.15,72.0,1.16,1.115,0.15,5.0,0.385,1.015,14.4,1,6.265,1.4,14.4,0.17050298380221654,0.040923399790136414,S0193
H0194,240,10540803,119,98,21,5.5,30,3.4,22.0,0.595,0.49,0.35,0.55,0.15,0.3399999999999999,4.4,1,1.3900000000000001,0.4899999999999999,4.4,0.5263157894736841,0.39716684155299053,S0194
H0195,241,10540804,141,131,10,7.0,44,4.64,31.5,0.705,0.655,0.1666666666666666,0.7,0.22,0.4639999999999999,6.3,1,1.5216666666666665,0.6839999999999999,6.3,0.5441683294032288,0.42707240293809023,S0195
H0196,242,10540806,22,22,0,2.2,5,0.53,3.0,0.11,0.11,0.0,0.22,0.025,0.053,0.6,1,0.33,0.078,0.6,0.7987220447284346,0.7610178384050367,S0196
H0197,243,10540807,59,59,0,2.4,11,1.2,7.0,0.295,0.295,0.0,0.24,0.055,0.12,1.4,1,0.5349999999999999,0.175,1.4,0.7352941176470589,0.6783840503672612,S0197
H0198,244,10541086,245,230,15,14.2,71,9.37,66.0,1.225,1.15,0.25,1.42,0.355,0.937,13.2,1,2.82,1.292,13.2,0.3955696202531646,0.2439664218258132,S0198
H0199,245,10541086,85,82,3,5.5,35,3.54,24.0,0.425,0.41,0.05,0.55,0.175,0.354,4.8,1,1.01,0.5289999999999999,4.8,0.6752194463200539,0.5897166841552991,S0199
H0200,248,10980037,17,17,0,0.0,17,1.71,11.0,0.085,0.085,0.0,0.0,0.085,0.1709999999999999,2.2,1,0.085,0.2559999999999999,2.2,0.8539709649871906,0.8410283315844701,S0200
H0201,250,10980052,173,148,25,72.0,137,27.99,214.0,0.865,0.74,0.4166666666666667,7.2,0.685,2.799,42.8,1,8.356666666666667,3.484,42.8,0.1702803950505165,0.040398740818468,S0201
H0202,251,10980079,154,154,0,4.8,30,3.24,19.6,0.77,0.77,0.0,0.48,0.15,0.324,3.92,1,1.25,0.474,3.92,0.5630630630630631,0.4496327387198321,S0202
H0203,252,10980080,126,99,27,3.1,20,2.21,15.5,0.63,0.495,0.45,0.31,0.1,0.221,3.1,1,1.2550000000000001,0.321,3.1,0.5170630816959668,0.38929695697796435,S0203
H0204,253,10980080,153,135,18,5.5,41,6.99,52.0,0.765,0.675,0.3,0.55,0.205,0.6990000000000001,10.4,1,1.5250000000000001,0.904,10.4,0.6169031462060457,0.5207240293809025,S0204
H0205,254,10980080,48,48,0,2.2,20,2.21,15.5,0.24,0.24,0.0,0.22,0.1,0.221,3.1,1,0.45999999999999996,0.321,3.1,0.8779631255487269,0.8688352570828961,S0205
H0206,255,10980080,114,86,28,3.1,20,2.14,14.5,0.57,0.43,0.4666666666666667,0.31,0.1,0.214,2.9,1,1.2066666666666668,0.314,2.9,0.528355054596689,0.40083945435466944,S0206
H0207,256,10980111,203,201,2,14.0,29,3.6,23.0,1.015,1.005,0.0333333333333333,1.4,0.145,0.36,4.6,1,2.438333333333333,0.505,4.6,0.34090909090909094,0.17471143756558238,S0207
H0208,257,10980195,109,73,36,19.0,35,4.51,39.0,0.545,0.365,0.6,1.9,0.175,0.4509999999999999,7.8,1,2.8649999999999998,0.6259999999999999,7.8,0.30873726458783574,0.14742917103882477,S0208
H0209,258,10980223,89,84,5,72.1,46,4.67,24.4,0.445,0.42,0.0833333333333333,7.209999999999999,0.23,0.4669999999999999,4.88,1,7.713333333333332,0.697,4.88,0.2608695652173914,0.09916054564533054,S0209
H0210,259,11460027,128,118,10,0.0,46,5.4,33.1,0.64,0.59,0.1666666666666666,0.0,0.23,0.54,6.62,0,0.7566666666666666,1000000.0,6.62,0.14570179698882954,0.02728226652675761,S0210
H0211,260,11460028,192,159,33,48.2,96,17.45,130.5,0.96,0.795,0.55,4.82,0.48,1.745,26.1,1,6.165000000000001,2.225,26.1,0.2024291497975708,0.06348373557187828,S0211
H0212,261,11460060,239,209,30,22.7,70,9.46,70.5,1.195,1.045,0.5,2.27,0.35,0.946,14.1,1,3.815,1.2959999999999998,14.1,0.2841716396703609,0.12329485834207765,S0212
H0213,262,11460070,155,122,33,22.6,47,5.93,43.0,0.775,0.61,0.55,2.26,0.235,0.593,8.6,1,3.42,0.828,8.6,0.27839643652561247,0.11699895068205667,S0213
H0214,264,11460082,206,174,32,26.0,71,9.56,71.0,1.03,0.87,0.5333333333333333,2.6,0.355,0.956,14.2,1,4.003333333333334,1.311,14.2,0.2708314525593572,0.10912906610703044,S0214
H0215,265,11460106,20,20,0,2.2,3,0.34,2.5,0.1,0.1,0.0,0.22,0.015,0.034,0.5,1,0.32,0.049,0.5,0.8474576271186441,0.832109129066107,S0215
H0216,268,14050001,70,70,0,3.4,10,1.02,5.0,0.35,0.35,0.0,0.3399999999999999,0.05,0.102,1.0,1,0.69,0.152,1.0,0.7633587786259541,0.7203567681007346,S0216
H0217,269,14050001,35,35,0,3.4,9,1.0,5.0,0.175,0.175,0.0,0.3399999999999999,0.045,0.1,1.0,1,0.5149999999999999,0.14500000000000002,1.0,0.7299270072992702,0.6715634837355718,S0217
H0218,273,14050047,183,130,53,17.2,69,12.93,96.0,0.915,0.65,0.8833333333333333,1.72,0.345,1.293,19.2,1,3.253333333333333,1.638,19.2,0.3823604384399695,0.22822665267576075,S0218
H0219,274,14050047,181,165,16,18.2,53,9.76,75.0,0.905,0.825,0.2666666666666666,1.82,0.265,0.976,15.0,1,2.9116666666666666,1.241,15.0,0.3744383424862706,0.2166841552990556,S0219
H0220,276,14050075,145,125,20,0.0,54,9.84,76.0,0.725,0.625,0.3333333333333333,0.0,0.27,0.984,15.2,1,0.9583333333333333,1.254,15.2,0.7718034473887316,0.7303252885624344,S0220
H0221,277,14050076,70,70,0,3.7,16,1.53,8.0,0.35,0.35,0.0,0.37,0.08,0.153,1.6,1,0.72,0.23299999999999998,1.6,0.6724949562878278,0.5849947534102833,S0221
H0222,278,14050076,100,82,18,4.2,23,2.68,17.5,0.5,0.41,0.3,0.42,0.115,0.268,3.5,1,1.13,0.383,3.5,0.5724098454493418,0.46222455403987406,S0222
H0223,281,14050110,65,62,3,18.2,28,5.13,39.0,0.325,0.31,0.05,1.82,0.14,0.513,7.8,1,2.18,0.653,7.8,0.3957261574990107,0.24449108079748164,S0223
H0224,282,14050110,15,15,0,3.4,8,0.79,4.0,0.075,0.075,0.0,0.3399999999999999,0.04,0.079,0.8,1,0.4149999999999999,0.119,0.8,0.771604938271605,0.729800629590766,S0224
H0225,283,14050133,284,210,74,0.0,95,17.77,128.0,1.42,1.05,1.2333333333333334,0.0,0.475,1.777,25.6,1,2.283333333333333,2.252,25.6,0.9696186166774401,0.9711437565582371,S0225
H0226,284,14050134,105,90,15,10.9,24,3.93,28.0,0.525,0.45,0.25,1.09,0.12,0.393,5.6,1,1.79,0.513,5.6,0.43917435221783047,0.29249737670514164,S0226
H0227,286,14050180,55,55,0,3.4,9,1.29,9.5,0.275,0.275,0.0,0.3399999999999999,0.045,0.129,1.9,1,0.615,0.174,1.9,0.6939625260235947,0.6154249737670514,S0227
H0228,287,14050180,20,20,0,3.4,8,0.79,4.0,0.1,0.1,0.0,0.3399999999999999,0.04,0.079,0.8,1,0.43999999999999995,0.119,0.8,0.757002271006813,0.7085519412381952,S0228
H0229,288,14050182,107,85,22,9.6,30,4.41,33.0,0.535,0.425,0.3666666666666666,0.96,0.15,0.441,6.6,1,1.7516666666666665,0.591,6.6,0.462820117247763,0.323189926547744,S0229
H0230,289,14050186,126,96,30,11.4,20,2.32,15.0,0.63,0.48,0.5,1.14,0.1,0.2319999999999999,3.0,1,2.12,0.3319999999999999,3.0,0.5319148936170213,0.405299055613851,S0230
H0231,290,14050186,134,106,28,8.0,20,2.32,15.0,0.67,0.53,0.4666666666666667,0.8,0.1,0.2319999999999999,3.0,1,1.7966666666666669,0.3319999999999999,3.0,0.4538577912254161,0.3132214060860441,S0231
H0232,292,14050193,97,94,3,3.4,24,2.74,17.0,0.485,0.47,0.05,0.3399999999999999,0.12,0.274,3.4,1,0.8599999999999999,0.394,3.4,0.6821282401091406,0.5996852046169989,S0232
H0233,293,14050194,57,57,0,3.7,17,1.69,9.0,0.285,0.285,0.0,0.37,0.085,0.1689999999999999,1.8,1,0.655,0.2539999999999999,1.8,0.713775874375446,0.6505771248688352,S0233
H0234,298,14050226,18,18,0,2.2,6,0.64,3.5,0.09,0.09,0.0,0.22,0.03,0.064,0.7,0,0.31,1000000.0,0.7,0.7194244604316548,0.6568730325288562,S0234
H0235,303,14050250,170,137,33,28.2,112,23.85,184.0,0.85,0.685,0.55,2.82,0.56,2.385,36.8,1,4.055,2.945,36.8,0.47393364928909953,0.3389296956977964,S0235
H0236,305,14050278,289,208,81,40.0,62,11.32,85.0,1.445,1.04,1.35,4.0,0.31,1.132,17.0,1,6.390000000000001,1.442,17.0,0.16812373907195696,0.03830010493179433,S0236
H0237,306,19130012,99,92,7,30.6,58,10.89,81.0,0.495,0.46,0.1166666666666666,3.06,0.29,1.089,16.2,1,3.6366666666666667,1.379,16.2,0.3069681776322521,0.1453305351521511,S0237
H0238,308,19130036,253,170,83,41.0,46,6.74,53.5,1.265,0.85,1.3833333333333333,4.1,0.23,0.674,10.7,1,6.333333333333333,0.904,10.7,0.1863354037267081,0.05246589716684155,S0238
H0239,309,19130062,16,16,0,3.4,3,0.34,2.0,0.08,0.08,0.0,0.3399999999999999,0.015,0.034,0.4,1,0.41999999999999993,0.049,0.4,0.9803921568627451,0.9834732423924449,S0239
H0240,310,19130062,78,71,7,19.2,22,4.11,32.0,0.39,0.355,0.1166666666666666,1.92,0.11,0.411,6.4,1,2.3916666666666666,0.521,6.4,0.34835113794705064,0.1862539349422875,S0240
H0241,311,19130062,18,18,0,3.0,2,0.27,1.0,0.09,0.09,0.0,0.3,0.01,0.027,0.2,1,0.39,0.037,0.2,0.8598452278589853,0.8473242392444911,S0241
H0242,312,19130080,98,85,13,15.2,31,4.57,31.6,0.49,0.425,0.2166666666666666,1.52,0.155,0.457,6.32,1,2.1616666666666666,0.612,6.32,0.3922081317819323,0.23767051416579224,S0242
H0243,313,19130080,14,14,0,0.0,2,0.37,1.2,0.07,0.07,0.0,0.0,0.01,0.037,0.24,1,0.07,0.047,0.24,0.9775171065493647,0.9811122770199371,S0243
H0244,314,19130092,127,127,0,29.0,36,5.36,39.0,0.635,0.635,0.0,2.9,0.18,0.536,7.8,1,3.535,0.716,7.8,0.26184865147944486,0.10073452256033578,S0244
H0245,315,19130092,28,28,0,0.0,6,0.63,2.4,0.14,0.14,0.0,0.0,0.03,0.063,0.48,1,0.14,0.093,0.48,0.9551098376313276,0.9554039874081847,S0245
H0246,316,19130147,50,50,0,5.1,15,2.16,16.0,0.25,0.25,0.0,0.51,0.075,0.216,3.2,1,0.76,0.291,3.2,0.6807351940095303,0.5975865687303253,S0246
H0247,318,19130147,103,86,17,11.4,23,3.02,21.0,0.515,0.43,0.2833333333333333,1.14,0.115,0.302,4.2,1,1.8533333333333333,0.417,4.2,0.4104528663291832,0.25970619097586567,S0247
H0248,319,19130148,76,72,4,7.9,27,3.53,25.5,0.38,0.36,0.0666666666666666,0.79,0.135,0.353,5.1,1,1.2166666666666666,0.488,5.1,0.5784805244890089,0.4695697796432319,S0248
H0249,320,19130148,12,12,0,2.2,8,0.96,6.0,0.06,0.06,0.0,0.22,0.04,0.096,1.2,1,0.28,0.136,1.2,0.8741258741258741,0.862277019937041,S0249
H0250,321,19130149,162,108,54,21.6,34,5.12,37.0,0.81,0.54,0.9,2.16,0.17,0.512,7.4,1,3.6,0.682,7.4,0.2552322613578356,0.0944386149003148,S0250
H0251,322,19130149,150,135,15,23.2,32,5.07,35.0,0.75,0.675,0.25,2.32,0.16,0.507,7.0,1,3.245,0.667,7.0,0.2794857462269424,0.11857292759706191,S0251
H0252,325,19130179,44,44,0,6.8,12,1.39,10.5,0.22,0.22,0.0,0.6799999999999999,0.06,0.1389999999999999,2.1,1,0.8999999999999999,0.1989999999999999,2.1,0.5878894767783657,0.4795383001049318,S0252
H0253,326,19130202,188,173,15,45.0,51,6.48,51.0,0.94,0.865,0.25,4.5,0.255,0.648,10.2,1,5.615,0.903,10.2,0.1790510295434199,0.046169989506820566,S0253
H0254,327,19130203,26,26,0,6.0,16,1.89,12.0,0.13,0.13,0.0,0.6,0.08,0.189,2.4,1,0.73,0.269,2.4,0.6844626967830254,0.60099685204617,S0254
H0255,328,19130203,26,26,0,6.0,16,1.89,12.0,0.13,0.13,0.0,0.6,0.08,0.189,2.4,1,0.73,0.269,2.4,0.6844626967830254,0.60099685204617,S0255
H0256,329,19130205,134,104,30,15.8,12,1.53,10.0,0.67,0.52,0.5,1.58,0.06,0.153,2.0,1,2.6,0.213,2.0,0.625,0.529118572927597,S0256
H0257,330,19130205,218,163,55,21.2,20,2.84,18.0,1.09,0.815,0.9166666666666666,2.12,0.1,0.284,3.6,1,3.8516666666666666,0.384,3.6,0.7989347536617845,0.7618048268625394,S0257
H0258,331,19130206,134,104,30,15.8,12,1.53,10.0,0.67,0.52,0.5,1.58,0.06,0.153,2.0,1,2.6,0.213,2.0,0.625,0.529118572927597,S0258
H0259,332,19130206,118,118,0,24.2,33,4.7,32.0,0.59,0.59,0.0,2.42,0.165,0.47,6.4,1,3.01,0.635,6.4,0.2962962962962963,0.13326337880377753,S0259
H0260,333,19130213,380,324,56,94.0,135,25.31,189.0,1.9,1.62,0.9333333333333332,9.4,0.675,2.5309999999999997,37.8,1,11.953333333333333,3.2059999999999995,37.8,0.10259216195882634,0.013641133263378805,S0260
H0261,334,19130238,138,124,14,12.4,12,1.53,10.0,0.69,0.62,0.2333333333333333,1.24,0.06,0.153,2.0,1,2.0933333333333333,0.213,2.0,0.9146341463414634,0.9092339979013642,S0261
H0262,336,19130252,180,150,30,51.4,86,18.69,122.0,0.9,0.75,0.5,5.14,0.43,1.869,24.4,1,6.39,2.299,24.4,0.19642506383814579,0.060860440713536204,S0262
H0263,337,19130279,519,479,40,76.4,378,66.36,508.9,2.595,2.395,0.6666666666666666,7.640000000000001,1.89,6.636,101.78,1,10.701666666666668,8.526,101.78,0.31489451033903626,0.1521511017838405,S0263
H0264,339,19130291,197,189,8,63.6,102,20.79,160.0,0.985,0.945,0.1333333333333333,6.36,0.51,2.0789999999999997,32.0,1,7.4383333333333335,2.5889999999999995,32.0,0.17095965352176884,0.04197271773347324,S0264
H0265,340,19130292,129,115,14,32.0,33,5.13,37.0,0.645,0.575,0.2333333333333333,3.2,0.165,0.513,7.4,1,4.008333333333334,0.678,7.4,0.23092910476483716,0.08342077649527807,S0265
H0266,341,19130374,367,315,52,0.0,133,26.14,141.5,1.835,1.575,0.8666666666666667,0.0,0.665,2.614,28.3,1,2.4416666666666664,3.279,28.3,0.5442670537010159,0.42759706190975866,S0266
H0267,342,19130486,19,19,0,2.2,4,0.43,2.5,0.095,0.095,0.0,0.22,0.02,0.043,0.5,1,0.315,0.063,0.5,0.8438818565400843,0.8279118572927597,S0267
H0268,344,19130578,44,43,1,4.8,16,2.49,17.0,0.22,0.215,0.0166666666666666,0.48,0.08,0.249,3.4,1,0.7116666666666666,0.329,3.4,0.7232401157184186,0.6605456453305352,S0268
H0269,345,19130578,31,31,0,2.2,6,0.96,4.5,0.155,0.155,0.0,0.22,0.03,0.096,0.9,1,0.375,0.126,0.9,0.8006405124099278,0.7639034627492131,S0269
