respondent_id,normalized_weight,Choice,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,task_index,panel_row_index
H0502,0.954424398357919,1,1,1,1,87,20,6,5.1,2.45,16.5,0.435,0.1,0.1,0.51,0.245,3.3,0,1,0,1,0,0,15.0,0,0,1,1,0,6,6,3,3,1,3,1,1
H0503,0.954424398357919,0,1,1,1,65,32,0,8.4,3.25,23.0,0.325,0.16,0.0,0.8400000000000001,0.325,4.6,0,1,0,1,0,0,5.0,0,0,0,1,0,2,4,4,4,4,2,1,1
H0504,0.6019450605361366,0,1,1,1,185,135,19,80.8,27.38,208.0,0.925,0.675,0.3166666666666666,8.08,2.738,41.6,0,0,0,0,0,0,9.0,1,0,1,1,0,4,4,3,4,4,2,1,1
H0505,0.3735873657560173,1,1,1,1,122,25,15,14.6,3.24,22.0,0.61,0.125,0.25,1.46,0.324,4.4,1,0,0,0,0,0,15.0,1,0,1,0,1,4,5,1,4,1,2,1,1
H0506,5.694231137832636,0,0,1,1,53,24,0,3.4,2.49,12.0,0.265,0.12,0.0,0.3399999999999999,0.249,2.4,0,1,0,0,0,1,7.0,0,1,0,1,0,3,1,1,1,2,4,1,1
H0507,0.8584724543995766,1,1,1,1,165,66,24,7.4,8.31,62.0,0.825,0.33,0.4,0.74,0.8310000000000001,12.4,0,1,0,0,0,0,5.0,0,0,0,1,0,4,3,2,5,3,3,1,1
H0508,0.3735873657560173,2,1,1,1,51,7,0,3.8,0.75,3.8,0.255,0.035,0.0,0.38,0.075,0.76,1,0,0,0,0,0,9.0,0,0,0,0,1,5,3,2,2,1,2,1,1
H0509,0.3735873657560173,2,1,1,1,53,10,6,3.8,1.2,5.3,0.265,0.05,0.1,0.38,0.12,1.06,1,0,0,0,0,0,9.0,0,0,0,1,0,5,3,2,2,1,2,1,1
H0510,0.954424398357919,0,1,1,1,156,70,5,0.0,11.19,75.0,0.78,0.35,0.0833333333333333,0.0,1.119,15.0,0,1,0,0,0,1,15.0,1,0,0,1,0,4,3,2,4,2,2,1,1
H0511,0.954424398357919,1,1,1,1,57,14,0,3.8,1.52,9.5,0.285,0.07,0.0,0.38,0.152,1.9,0,1,0,0,1,0,15.0,0,1,0,0,1,4,4,3,4,1,4,1,1
H0512,0.954424398357919,1,1,1,1,57,14,0,3.8,1.52,9.5,0.285,0.07,0.0,0.38,0.152,1.9,0,1,0,0,1,0,15.0,0,1,0,1,0,4,4,3,4,1,4,1,1
H0513,0.954424398357919,0,1,1,1,115,63,3,0.0,8.87,62.0,0.575,0.315,0.05,0.0,0.8869999999999999,12.4,0,1,0,1,0,0,7.0,0,0,0,1,0,6,4,1,3,1,5,1,1
H0514,0.2290902236010023,0,1,1,1,169,86,17,18.0,16.68,126.0,0.845,0.43,0.2833333333333333,1.8,1.668,25.2,1,0,1,0,0,0,15.0,0,0,0,1,0,3,4,4,4,2,2,1,1
H0515,0.954424398357919,0,1,1,1,110,52,12,0.0,7.65,53.0,0.55,0.26,0.2,0.0,0.765,10.6,0,1,1,0,0,0,15.0,0,0,0,1,0,2,3,4,4,5,2,1,1
H0516,0.2290902236010023,0,1,1,1,100,64,6,27.2,8.86,58.0,0.5,0.32,0.1,2.72,0.8859999999999999,11.6,0,0,0,1,0,0,15.0,0,0,0,1,0,2,4,3,4,4,2,1,1
H0517,0.2545934244605354,1,1,1,1,136,44,49,16.1,4.37,26.0,0.68,0.22,0.8166666666666667,1.61,0.437,5.2,0,0,0,0,0,0,15.0,1,0,1,1,0,5,5,1,5,1,3,1,1
H0518,3.4343260688387685,2,1,1,1,83,12,5,2.8,1.23,9.0,0.415,0.06,0.0833333333333333,0.2799999999999999,0.123,1.8,0,1,0,0,0,0,7.0,0,0,0,1,0,2,4,4,4,2,4,1,1
H0519,0.954424398357919,1,1,1,1,147,36,20,5.6,3.7,26.4,0.735,0.18,0.3333333333333333,0.5599999999999999,0.37,5.279999999999999,0,1,0,1,0,0,9.0,0,0,0,0,1,4,3,2,3,1,1,1,1
H0520,0.2290902236010023,1,1,1,1,131,46,18,7.4,5.09,37.0,0.655,0.23,0.3,0.74,0.509,7.4,1,0,0,0,0,0,15.0,1,0,0,1,0,1,6,2,1,3,4,1,1
H0521,0.954424398357919,1,1,1,1,414,125,98,22.9,20.1,151.0,2.07,0.625,1.6333333333333333,2.29,2.01,30.2,0,1,0,0,0,0,5.0,0,0,0,0,1,1,6,6,1,4,3,1,1
H0522,0.6742017967438133,1,1,1,1,184,58,16,12.8,5.95,39.5,0.92,0.29,0.2666666666666666,1.28,0.595,7.9,0,1,0,0,0,0,3.25,1,0,1,0,1,2,3,3,3,2,3,1,1
H0523,0.8584724543995766,1,1,1,1,90,34,0,9.5,11.89,21.5,0.45,0.17,0.0,0.95,1.189,4.3,0,1,0,0,0,0,7.0,0,0,0,0,1,2,3,3,3,2,2,1,1
H0524,0.8584724543995766,2,1,1,1,28,1,0,2.8,0.2,0.4,0.14,0.005,0.0,0.2799999999999999,0.02,0.08,0,1,0,0,0,0,7.0,0,1,0,1,0,1,4,3,3,3,3,1,1
H0525,0.3735873657560173,0,1,1,1,90,42,0,9.3,4.03,24.0,0.45,0.21,0.0,0.93,0.403,4.8,1,0,0,0,0,0,9.0,0,0,1,1,0,3,1,4,3,3,3,1,1
H0526,0.5414274486172608,0,0,1,1,184,88,1,19.6,14.39,93.0,0.92,0.44,0.0166666666666666,1.96,1.439,18.6,0,0,0,1,0,1,2.0,1,0,0,0,1,4,1,1,5,1,3,1,1
H0527,0.6019450605361366,1,1,1,1,138,36,42,5.6,3.58,24.0,0.69,0.18,0.7,0.5599999999999999,0.358,4.8,1,0,0,1,0,0,7.0,0,0,0,0,1,1,4,2,4,1,3,1,1
H0528,0.6019450605361366,1,1,1,1,142,42,23,9.4,4.3,29.5,0.71,0.21,0.3833333333333333,0.94,0.43,5.9,1,0,0,1,0,0,7.0,0,0,0,0,1,1,4,2,4,1,3,1,1
H0529,0.6019450605361366,1,1,1,1,199,42,39,9.4,4.27,30.0,0.995,0.21,0.65,0.94,0.4269999999999999,6.0,1,0,0,1,0,0,7.0,0,0,0,1,0,1,4,2,4,1,3,1,1
H0530,0.2545934244605354,1,1,1,1,207,58,41,32.0,7.84,59.0,1.035,0.29,0.6833333333333333,3.2,0.784,11.8,0,0,0,0,0,0,9.0,1,0,0,0,1,3,3,2,3,1,4,1,1
H0531,0.8584724543995766,1,1,1,1,118,56,8,20.8,5.6,36.0,0.59,0.28,0.1333333333333333,2.08,0.5599999999999999,7.2,0,1,1,0,0,0,9.0,1,1,0,1,0,1,6,3,4,2,3,1,1
H0532,0.954424398357919,0,1,1,1,126,40,0,7.6,4.18,28.0,0.63,0.2,0.0,0.76,0.418,5.6,0,1,0,0,0,0,9.0,0,0,0,0,1,4,5,2,4,1,4,1,1
H0533,0.954424398357919,0,1,1,1,212,142,23,44.0,26.67,205.0,1.06,0.71,0.3833333333333333,4.4,2.6670000000000003,41.0,0,1,0,0,0,0,9.0,0,0,0,0,1,5,4,1,3,2,3,1,1
H0534,0.954424398357919,1,1,1,1,218,69,7,18.0,8.15,54.0,1.09,0.345,0.1166666666666666,1.8,0.8150000000000001,10.8,0,1,0,0,0,0,9.0,1,0,1,0,1,4,3,4,2,4,3,1,1
H0535,2.256576028779217,1,1,1,1,144,54,10,23.6,6.28,41.0,0.72,0.27,0.1666666666666666,2.3600000000000003,0.628,8.2,0,1,1,0,0,0,7.0,1,0,1,1,0,6,4,2,4,1,3,1,1
H0536,3.818189834136154,1,1,1,1,114,39,15,20.0,3.96,26.0,0.57,0.195,0.25,2.0,0.396,5.2,0,1,0,0,1,0,5.0,0,0,0,1,0,2,3,5,4,1,1,1,1
H0537,0.2545934244605354,0,1,1,1,171,81,21,40.0,10.5,57.5,0.855,0.405,0.35,4.0,1.05,11.5,0,0,0,0,0,0,7.0,0,0,0,0,1,3,4,1,5,1,4,1,1
H0538,0.954424398357919,1,1,1,1,205,71,11,18.9,9.57,59.5,1.025,0.355,0.1833333333333333,1.89,0.957,11.9,0,1,0,0,1,0,9.0,1,0,1,0,1,3,3,1,3,1,4,1,1
H0539,2.256576028779217,1,1,1,1,78,19,0,7.6,1.92,11.0,0.39,0.095,0.0,0.76,0.192,2.2,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2,1,1
H0540,2.256576028779217,1,1,1,1,115,19,5,9.4,1.92,11.0,0.575,0.095,0.0833333333333333,0.94,0.192,2.2,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2,1,1
H0541,0.6019450605361366,0,1,1,1,95,24,12,0.0,2.69,12.0,0.475,0.12,0.2,0.0,0.269,2.4,0,0,0,0,0,1,15.0,1,0,1,0,1,5,5,1,2,4,1,1,1
H0542,0.3735873657560173,0,1,1,1,108,93,0,0.0,11.12,73.0,0.54,0.465,0.0,0.0,1.112,14.6,1,0,0,0,0,0,15.0,0,0,1,1,0,5,4,2,5,1,4,1,1
H0543,2.256576028779217,1,1,1,1,104,40,2,11.2,4.59,29.0,0.52,0.2,0.0333333333333333,1.12,0.4589999999999999,5.8,0,1,0,0,0,1,15.0,0,0,0,1,0,1,1,5,1,4,4,1,1
H0544,0.8584724543995766,0,1,1,1,144,74,1,16.7,9.14,55.5,0.72,0.37,0.0166666666666666,1.67,0.914,11.1,0,1,0,1,0,0,9.0,1,1,0,0,1,1,3,3,6,6,3,1,1
H0545,0.954424398357919,1,1,1,1,127,46,7,7.4,4.89,34.0,0.635,0.23,0.1166666666666666,0.74,0.489,6.8,0,1,0,0,0,0,9.0,1,0,0,1,0,1,2,4,4,2,4,1,1
H0546,0.8584724543995766,1,1,1,1,43,10,0,7.6,1.23,7.0,0.215,0.05,0.0,0.76,0.123,1.4,0,1,0,1,0,0,15.0,1,0,0,0,1,3,2,3,3,3,2,1,1
H0547,0.2545934244605354,1,1,1,1,237,78,58,52.6,13.0,83.0,1.185,0.39,0.9666666666666668,5.26,1.3,16.6,0,0,1,0,0,0,15.0,1,0,1,1,0,2,3,3,3,4,2,1,1
H0548,0.8584724543995766,1,1,1,1,90,25,1,14.4,2.55,14.0,0.45,0.125,0.0166666666666666,1.44,0.255,2.8,0,1,0,1,0,0,15.0,0,0,1,0,1,2,2,2,3,2,2,1,1
H0549,0.3735873657560173,1,1,1,1,314,113,44,16.5,13.87,97.0,1.57,0.565,0.7333333333333333,1.65,1.387,19.4,1,0,1,0,0,0,15.0,0,0,1,0,1,2,2,3,5,2,4,1,1
H0550,0.6019450605361366,1,1,1,1,120,64,15,22.0,9.0,65.0,0.6,0.32,0.25,2.2,0.9,13.0,1,0,0,0,0,0,7.0,1,0,0,0,1,1,4,2,3,2,2,1,1
H0551,0.8584724543995766,1,1,1,1,33,10,0,3.8,1.13,7.0,0.165,0.05,0.0,0.38,0.1129999999999999,1.4,0,1,0,1,0,0,7.384,0,0,0,1,0,2,5,1,4,1,1,1,1
H0552,0.8584724543995766,1,1,1,1,33,10,0,3.8,1.13,7.0,0.165,0.05,0.0,0.38,0.1129999999999999,1.4,0,1,0,1,0,0,7.384,0,0,0,1,0,2,5,1,4,1,1,1,1
H0553,0.8832827856419051,0,1,1,1,72,40,2,5.6,3.87,24.0,0.36,0.2,0.0333333333333333,0.5599999999999999,0.387,4.8,1,0,0,0,0,1,9.0,1,0,1,1,0,1,5,1,4,1,5,1,1
H0554,0.2290902236010023,1,1,1,1,59,16,0,3.8,1.66,9.5,0.295,0.08,0.0,0.38,0.1659999999999999,1.9,0,0,0,1,0,0,15.0,0,0,1,0,1,5,5,1,5,1,4,1,1
H0555,0.2290902236010023,1,1,1,1,68,15,5,3.8,1.75,8.9,0.34,0.075,0.0833333333333333,0.38,0.175,1.78,0,0,0,1,0,0,15.0,0,0,1,0,1,5,5,1,5,1,4,1,1
H0556,2.029711386372872,1,1,1,1,90,24,5,4.7,2.35,13.0,0.45,0.12,0.0833333333333333,0.47,0.235,2.6,0,1,0,1,0,0,9.0,1,0,0,0,1,2,4,3,4,4,5,1,1
H0557,2.029711386372872,1,1,1,1,97,24,9,5.6,2.35,13.0,0.485,0.12,0.15,0.5599999999999999,0.235,2.6,0,1,0,1,0,0,9.0,1,0,0,0,1,2,4,3,4,4,5,1,1
H0558,0.954424398357919,1,1,1,1,110,51,0,14.0,5.17,31.5,0.55,0.255,0.0,1.4,0.517,6.3,0,1,0,0,0,0,9.0,0,0,0,0,1,2,4,3,4,4,3,1,1
H0559,0.954424398357919,1,1,1,1,164,60,30,26.0,8.2,58.0,0.82,0.3,0.5,2.6,0.82,11.6,0,1,0,1,0,0,7.0,0,0,0,1,0,1,4,4,4,3,4,1,1
H0560,0.2290902236010023,2,1,1,1,193,74,42,20.2,9.47,57.0,0.965,0.37,0.7,2.02,0.947,11.4,0,0,0,1,0,0,7.0,1,1,0,1,0,1,5,1,3,1,1,1,1
H0561,0.2545934244605354,2,1,1,1,37,6,0,2.2,0.56,3.2,0.185,0.03,0.0,0.22,0.056,0.64,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2,1,1
H0562,0.3735873657560173,1,1,1,1,226,106,44,23.8,13.21,78.0,1.13,0.53,0.7333333333333333,2.38,1.3210000000000002,15.6,1,0,0,0,0,0,9.0,1,0,0,1,0,5,6,1,6,3,3,1,1
H0563,0.3735873657560173,1,1,1,1,152,51,39,15.6,6.56,38.0,0.76,0.255,0.65,1.56,0.6559999999999999,7.6,1,0,0,0,0,0,15.0,1,0,0,1,0,3,4,2,4,3,3,1,1
H0564,2.256576028779217,1,1,1,1,81,21,5,5.6,2.11,13.6,0.405,0.105,0.0833333333333333,0.5599999999999999,0.211,2.72,0,1,0,1,0,0,5.0,1,0,0,0,1,1,2,2,4,1,2,1,1
H0565,0.2290902236010023,1,1,1,1,166,69,5,12.1,6.99,46.5,0.83,0.345,0.0833333333333333,1.21,0.6990000000000001,9.3,1,0,0,1,0,0,9.0,0,0,0,0,1,2,4,1,2,1,4,1,1
H0566,2.256576028779217,1,1,1,1,143,51,5,27.4,5.33,36.5,0.715,0.255,0.0833333333333333,2.74,0.533,7.3,0,1,0,0,1,0,7.0,1,0,0,0,1,4,2,2,4,1,2,1,1
H0567,0.5414274486172608,1,1,1,1,201,69,15,35.4,9.54,71.0,1.005,0.345,0.25,3.54,0.954,14.2,1,0,0,1,0,0,7.0,1,0,0,1,0,4,2,3,4,2,2,1,1
H0568,0.2290902236010023,1,1,1,1,78,21,0,16.6,2.28,17.0,0.39,0.105,0.0,1.66,0.2279999999999999,3.4,0,0,0,1,0,0,7.0,1,0,0,0,1,1,2,2,1,2,2,1,1
H0569,0.954424398357919,1,1,1,1,129,39,25,11.2,4.18,27.0,0.645,0.195,0.4166666666666667,1.12,0.418,5.4,0,1,0,0,1,0,7.0,1,0,0,1,0,1,5,4,3,3,2,1,1
H0570,0.8584724543995766,1,1,1,1,61,9,0,6.8,1.02,7.5,0.305,0.045,0.0,0.6799999999999999,0.102,1.5,0,1,0,1,0,0,15.0,1,1,0,1,0,4,4,1,5,1,3,1,1
H0571,0.2545934244605354,1,1,1,1,234,100,47,67.9,17.12,131.0,1.17,0.5,0.7833333333333333,6.790000000000001,1.7120000000000002,26.2,0,0,0,1,0,0,15.0,1,1,0,1,0,5,4,2,5,1,4,1,1
H0572,0.2290902236010023,1,1,1,1,149,69,19,31.6,10.16,71.0,0.745,0.345,0.3166666666666666,3.16,1.016,14.2,1,0,1,0,0,0,5.0,0,0,0,1,0,1,3,3,3,6,2,1,1
H0573,0.2290902236010023,1,1,1,1,196,73,45,35.6,10.68,77.0,0.98,0.365,0.75,3.56,1.068,15.4,1,0,1,0,0,0,5.0,0,0,0,1,0,1,3,3,3,6,2,1,1
H0574,0.954424398357919,1,1,1,1,176,42,30,20.3,4.04,22.0,0.88,0.21,0.5,2.03,0.404,4.4,0,1,0,1,0,0,7.0,1,0,0,1,0,3,2,1,4,1,2,1,1
H0575,0.2290902236010023,1,1,1,1,106,30,11,46.8,3.08,20.0,0.53,0.15,0.1833333333333333,4.68,0.308,4.0,0,0,0,0,0,0,7.0,1,0,0,1,0,1,1,1,1,1,3,1,1
H0576,0.2290902236010023,1,1,1,1,54,10,4,7.6,1.26,8.0,0.27,0.05,0.0666666666666666,0.76,0.126,1.6,0,0,0,0,0,0,7.0,1,0,0,0,1,1,1,1,1,1,3,1,1
H0577,0.954424398357919,0,1,1,1,83,32,22,0.0,4.47,31.5,0.415,0.16,0.3666666666666666,0.0,0.4469999999999999,6.3,0,1,0,1,0,0,5.0,0,0,1,1,0,4,5,6,3,2,2,1,1
H0578,0.8584724543995766,0,1,1,1,59,22,0,8.7,2.32,14.5,0.295,0.11,0.0,0.8699999999999999,0.2319999999999999,2.9,0,1,0,1,0,0,9.0,0,0,1,0,1,3,4,3,3,2,3,1,1
H0579,0.2290902236010023,2,1,1,1,32,6,0,3.0,0.69,2.6,0.16,0.03,0.0,0.3,0.0689999999999999,0.52,1,0,0,0,0,0,7.0,0,1,0,1,0,4,5,3,4,1,2,1,1
H0580,0.2545934244605354,0,1,1,1,52,17,0,3.5,2.11,13.5,0.26,0.085,0.0,0.35,0.211,2.7,1,0,1,0,0,0,9.0,0,1,0,1,0,3,4,1,5,1,2,1,1
H0581,0.8584724543995766,1,1,1,1,139,38,35,16.6,7.08,55.0,0.695,0.19,0.5833333333333334,1.66,0.708,11.0,0,1,0,1,0,0,7.0,1,0,0,1,0,2,6,1,3,3,3,1,1
H0582,0.8584724543995766,1,1,1,1,155,38,63,25.6,7.08,55.0,0.775,0.19,1.05,2.56,0.708,11.0,0,1,0,1,0,0,7.0,1,0,0,1,0,2,6,1,3,3,3,1,1
H0583,0.954424398357919,1,1,1,1,59,14,8,3.9,1.81,9.9,0.295,0.07,0.1333333333333333,0.39,0.181,1.98,0,1,0,0,0,0,7.0,0,0,0,1,0,2,3,2,4,2,4,1,1
H0584,0.3735873657560173,0,1,1,1,194,113,16,0.0,21.22,159.0,0.97,0.565,0.2666666666666666,0.0,2.122,31.8,1,0,1,0,0,0,15.0,1,0,0,0,1,5,1,1,5,1,5,1,1
H0585,0.2545934244605354,1,1,1,1,20,6,0,2.2,0.69,2.6,0.1,0.03,0.0,0.22,0.0689999999999999,0.52,1,0,0,0,0,0,9.0,1,0,1,0,1,2,3,2,3,1,2,1,1
H0586,0.2545934244605354,2,1,1,1,20,6,0,2.2,0.69,2.6,0.1,0.03,0.0,0.22,0.0689999999999999,0.52,1,0,0,0,0,0,9.0,1,0,1,1,0,2,3,2,3,1,2,1,1
H0587,0.2545934244605354,1,1,1,1,12,2,0,2.2,0.49,1.2,0.06,0.01,0.0,0.22,0.049,0.24,1,0,0,0,0,0,9.0,0,0,0,0,1,2,3,3,3,3,3,1,1
H0588,0.2545934244605354,2,1,1,1,20,2,0,2.2,0.49,1.2,0.1,0.01,0.0,0.22,0.049,0.24,1,0,0,0,0,0,9.0,0,0,0,0,1,2,3,3,3,3,3,1,1
H0589,2.029711386372872,1,1,1,1,186,78,8,35.6,13.51,100.7,0.93,0.39,0.1333333333333333,3.56,1.351,20.14,0,1,0,1,0,0,9.0,1,0,0,0,1,2,6,3,3,2,4,1,1
H0590,0.954424398357919,1,1,1,1,32,8,0,3.4,0.89,4.8,0.16,0.04,0.0,0.3399999999999999,0.089,0.96,0,1,0,0,1,0,5.0,0,0,1,0,1,3,4,3,4,1,2,1,1
H0591,0.6019450605361366,1,1,1,1,71,19,0,4.8,2.55,17.7,0.355,0.095,0.0,0.48,0.255,3.54,0,0,0,1,0,0,9.0,0,0,1,0,1,1,3,1,1,3,2,1,1
H0592,2.256576028779217,0,1,1,1,25,2,0,0.0,0.36,1.6,0.125,0.01,0.0,0.0,0.036,0.32,0,1,0,0,0,1,2.0,1,0,1,1,0,1,3,6,2,6,3,1,1
H0593,1.2802760802511697,0,0,1,1,68,35,0,18.0,3.85,27.0,0.34,0.175,0.0,1.8,0.385,5.4,0,1,0,0,0,1,2.0,1,0,1,1,0,2,6,3,2,2,2,1,1
H0594,0.3735873657560173,1,1,1,1,96,22,15,11.8,3.7,23.0,0.48,0.11,0.25,1.1800000000000002,0.37,4.6,1,0,1,0,0,0,15.0,1,1,0,0,1,4,4,6,4,2,3,1,1
H0595,0.3735873657560173,1,1,1,1,90,22,7,11.8,3.7,23.0,0.45,0.11,0.1166666666666666,1.1800000000000002,0.37,4.6,1,0,1,0,0,0,15.0,1,1,0,1,0,4,4,6,4,2,3,1,1
H0596,0.3735873657560173,0,1,1,1,70,21,0,7.1,2.81,19.1,0.35,0.105,0.0,0.71,0.281,3.82,1,0,0,0,0,0,9.0,0,0,1,0,1,5,4,1,4,1,4,1,1
H0597,0.3735873657560173,2,1,1,1,74,23,11,6.7,3.34,24.0,0.37,0.115,0.1833333333333333,0.67,0.3339999999999999,4.8,1,0,0,0,0,0,9.0,0,0,1,1,0,5,4,1,4,1,4,1,1
H0598,0.6019450605361366,0,1,1,1,251,166,13,0.0,34.43,262.0,1.255,0.83,0.2166666666666666,0.0,3.443,52.4,0,0,0,0,0,1,9.0,0,0,1,1,0,2,3,2,4,2,3,1,1
H0599,0.2545934244605354,0,1,1,1,48,22,0,0.0,2.24,14.0,0.24,0.11,0.0,0.0,0.224,2.8,0,0,0,0,0,0,7.0,0,0,1,0,1,3,3,3,3,2,3,1,1
H0600,0.2545934244605354,1,1,1,1,96,32,1,9.6,4.34,30.0,0.48,0.16,0.0166666666666666,0.96,0.434,6.0,1,0,1,0,0,0,15.0,0,0,0,1,0,3,2,2,3,2,3,1,1
H0601,0.2290902236010023,0,1,1,1,65,30,3,0.0,3.21,22.0,0.325,0.15,0.05,0.0,0.321,4.4,0,0,0,0,0,0,7.0,1,0,1,1,0,5,5,1,4,1,4,1,1
H0602,0.341514734451877,0,1,1,1,64,28,0,10.8,3.91,28.0,0.32,0.14,0.0,1.08,0.391,5.6,0,0,0,0,0,1,9.0,1,0,0,1,0,5,1,1,3,1,4,1,1
H0603,0.3735873657560173,0,1,1,1,365,171,46,53.0,41.08,312.0,1.825,0.855,0.7666666666666667,5.3,4.108,62.4,1,0,1,0,0,0,9.0,0,0,1,1,0,3,4,1,4,1,3,1,1
H0604,0.8584724543995766,1,1,1,1,71,32,0,13.4,4.34,30.0,0.355,0.16,0.0,1.34,0.434,6.0,0,1,0,0,0,0,3.25,1,0,0,1,0,6,3,1,3,1,1,1,1
H0605,0.954424398357919,1,1,1,1,41,22,6,8.0,2.52,16.0,0.205,0.11,0.1,0.8,0.252,3.2,0,1,0,1,0,0,5.0,0,0,1,1,0,3,6,2,4,2,1,1,1
H0606,0.2545934244605354,0,1,1,1,65,38,2,19.6,4.99,36.0,0.325,0.19,0.0333333333333333,1.96,0.499,7.2,1,0,0,1,0,0,7.0,0,0,1,0,1,4,2,1,4,1,4,1,1
H0607,0.2545934244605354,0,1,1,1,81,38,0,19.6,4.99,36.0,0.405,0.19,0.0,1.96,0.499,7.2,1,0,0,1,0,0,7.0,0,0,1,1,0,4,2,1,4,1,4,1,1
H0608,0.2290902236010023,0,1,1,1,107,124,27,27.6,14.44,108.0,0.535,0.62,0.45,2.76,1.444,21.6,0,0,0,0,0,0,3.25,1,0,0,0,1,2,4,1,2,1,2,1,1
H0609,0.2290902236010023,0,1,1,1,254,187,10,41.8,35.51,261.0,1.27,0.935,0.1666666666666666,4.18,3.551,52.2,0,0,0,0,1,0,8.418,0,0,1,1,0,4,3,2,4,3,3,1,1
H0610,0.5414274486172608,1,1,1,1,115,30,0,7.0,3.24,17.3,0.575,0.15,0.0,0.7,0.324,3.46,0,0,0,0,0,0,7.0,1,0,0,0,1,2,4,2,2,1,1,1,1
H0611,0.5414274486172608,1,1,1,1,179,56,18,22.8,8.05,54.5,0.895,0.28,0.3,2.28,0.805,10.9,0,0,0,1,0,0,7.0,1,1,0,0,1,2,4,4,4,4,2,1,1
H0612,0.3735873657560173,0,1,1,1,54,29,11,5.2,2.65,14.0,0.27,0.145,0.1833333333333333,0.52,0.265,2.8,1,0,0,0,0,0,15.0,0,0,0,1,0,4,3,4,5,3,2,1,1
H0613,0.954424398357919,1,1,1,1,57,24,7,12.4,2.71,15.0,0.285,0.12,0.1166666666666666,1.24,0.271,3.0,0,1,0,0,0,0,7.0,0,0,1,0,1,1,4,2,4,2,2,1,1
H0614,0.954424398357919,1,1,1,1,63,24,9,12.4,2.71,15.0,0.315,0.12,0.15,1.24,0.271,3.0,0,1,0,0,0,0,7.0,0,0,1,1,0,1,4,2,4,2,2,1,1
H0615,0.954424398357919,0,1,1,1,40,21,0,0.0,2.35,12.0,0.2,0.105,0.0,0.0,0.235,2.4,0,1,0,1,0,0,7.0,0,0,0,0,1,4,4,2,4,1,3,1,1
H0616,0.954424398357919,0,1,1,1,44,21,0,0.0,2.35,12.0,0.22,0.105,0.0,0.0,0.235,2.4,0,1,0,1,0,0,7.0,0,0,0,0,1,4,4,2,4,1,3,1,1
H0617,0.2545934244605354,2,1,1,1,57,11,9,2.2,1.2,7.5,0.285,0.055,0.15,0.22,0.12,1.5,0,0,0,1,0,0,7.0,0,0,0,1,0,6,5,3,5,6,4,1,1
H0618,0.954424398357919,0,1,1,1,99,39,0,0.0,5.09,31.5,0.495,0.195,0.0,0.0,0.509,6.3,0,1,0,1,0,0,9.0,0,1,0,1,0,1,4,3,3,6,4,1,1
H0619,0.954424398357919,0,1,1,1,103,38,0,0.0,5.04,31.0,0.515,0.19,0.0,0.0,0.504,6.2,0,1,0,1,0,0,9.0,0,1,0,1,0,2,4,3,3,6,4,1,1
H0620,0.8584724543995766,1,1,1,1,108,24,8,82.0,3.32,22.0,0.54,0.12,0.1333333333333333,8.2,0.3319999999999999,4.4,0,1,0,1,0,0,7.0,1,0,1,0,1,1,3,3,3,2,3,1,1
H0621,0.8584724543995766,1,1,1,1,124,24,2,82.0,3.44,23.0,0.62,0.12,0.0333333333333333,8.2,0.344,4.6,0,1,0,1,0,0,7.0,1,0,1,0,1,1,3,3,3,2,3,1,1
H0622,2.029711386372872,1,1,1,1,96,31,3,11.2,3.37,22.0,0.48,0.155,0.05,1.12,0.337,4.4,0,1,0,1,0,1,7.384,1,0,1,1,0,1,4,1,2,1,3,1,1
H0623,0.2545934244605354,1,1,1,1,111,27,12,4.2,4.54,35.0,0.555,0.135,0.2,0.42,0.454,7.0,1,0,1,0,0,0,15.0,1,0,1,1,0,1,3,2,6,2,2,1,1
H0624,0.2545934244605354,1,1,1,1,157,36,8,11.4,5.45,38.0,0.785,0.18,0.1333333333333333,1.14,0.545,7.6,0,0,0,1,0,0,7.0,0,0,1,0,1,2,4,3,2,3,3,1,1
H0625,0.6019450605361366,0,1,1,1,91,20,0,3.0,3.02,18.5,0.455,0.1,0.0,0.3,0.302,3.7,1,0,0,1,0,0,5.0,0,0,1,1,0,2,6,1,4,3,3,1,1
H0626,0.7495589495214057,1,1,1,1,106,21,0,12.0,3.02,17.8,0.53,0.105,0.0,1.2,0.302,3.56,0,1,0,0,0,0,7.0,0,0,0,0,1,4,2,2,3,1,4,1,1
H0627,0.954424398357919,2,0,1,1,68,8,0,86.0,1.49,4.8,0.34,0.04,0.0,8.6,0.149,0.96,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1,1,1
