respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Choice
H0083,10540692,1.0272633905783595,37,male,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,3,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,5,1,1,33,33,0,5.4,4,0.54,3.1,0.165,0.165,0.02,0.0,0.54,0.054000000000000006,0.62,1
H0084,10540774,0.4344844372177664,57,male,57 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,3,3,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,3,4,3,2,232,223,9,50.0,77,10.15,72.0,1.16,1.115,0.385,0.15,5.0,1.0150000000000001,14.4,1
H0085,10541086,0.9984088205497536,41,female,41 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,0,0,1,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,1,5,1,3,245,230,15,14.2,71,9.37,66.0,1.225,1.15,0.355,0.25,1.42,0.9369999999999999,13.2,1
H0086,10541086,0.9984088205497536,41,female,41 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,0,0,1,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,4,1,5,1,3,85,82,3,5.5,35,3.54,24.0,0.425,0.41,0.175,0.05,0.55,0.354,4.8,1
H0087,10980079,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,2,7,5,3,0,1,a non-work trip,high education,1,car is available for this trip,4,5,1,5,1,3,154,154,0,4.8,30,3.24,19.6,0.77,0.77,0.15,0.0,0.48,0.324,3.9200000000000004,1
H0088,10980195,0.9239865491924742,38,female,38 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,0,1,1,4,-1,0,1,a non-work trip,high education,1,car is available for this trip,2,4,2,4,3,3,109,73,36,19.0,35,4.51,39.0,0.545,0.365,0.175,0.6,1.9,0.45099999999999996,7.8,1
H0089,11460027,0.9984088205497536,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,1,2,2,0,0,1,a non-work trip,not high education,0,car is not available for this trip,3,1,2,4,1,2,128,118,10,0.0,46,5.4,33.1,0.64,0.59,0.23,0.16666666666666666,0.0,0.54,6.62,0
H0090,11460060,0.4344844372177664,47,male,47 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,6,4,0,1,a non-work trip,high education,1,car is available for this trip,5,2,2,5,2,3,239,209,30,22.7,70,9.46,70.5,1.195,1.045,0.35,0.5,2.27,0.9460000000000001,14.1,1
H0091,11460070,0.26643335936145884,56,female,56 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,2,2,1,0,1,0,a work trip,high education,1,car is available for this trip,1,3,1,4,1,2,155,122,33,22.6,47,5.93,43.0,0.775,0.61,0.235,0.55,2.2600000000000002,0.593,8.6,1
H0092,11460082,0.26643335936145884,58,female,58 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,1,0,2,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,6,3,4,2,3,206,174,32,26.0,71,9.56,71.0,1.03,0.87,0.355,0.5333333333333333,2.6,0.9560000000000001,14.2,1
H0093,14050001,0.9984088205497536,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,5,2,1,0,a work trip,not high education,1,car is available for this trip,2,2,1,4,1,2,70,70,0,3.4,10,1.02,5.0,0.35,0.35,0.05,0.0,0.33999999999999997,0.10200000000000001,1.0,1
H0094,14050001,0.9984088205497536,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,5,2,1,0,a work trip,not high education,1,car is available for this trip,2,2,1,4,1,2,35,35,0,3.4,9,1.0,5.0,0.175,0.175,0.045,0.0,0.33999999999999997,0.1,1.0,1
H0095,14050047,2.6244120004410196,31,male,31 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,3,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,4,4,3,2,183,130,53,17.2,69,12.93,96.0,0.915,0.65,0.345,0.8833333333333333,1.72,1.293,19.2,1
H0096,14050047,2.6244120004410196,31,male,31 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,3,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,4,4,3,2,181,165,16,18.2,53,9.76,75.0,0.905,0.825,0.265,0.26666666666666666,1.8199999999999998,0.976,15.0,1
H0097,14050075,1.1100015300256885,44,male,44 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,4,1,5,1,3,145,125,20,0.0,54,9.84,76.0,0.725,0.625,0.27,0.3333333333333333,0.0,0.984,15.2,0
H0098,14050133,2.6244120004410196,37,male,37 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,3,4,2,5,284,210,74,0.0,95,17.77,128.0,1.42,1.05,0.475,1.2333333333333334,0.0,1.777,25.6,1
H0099,14050134,0.9239865491924742,34,female,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,3,1,5,2,4,105,90,15,10.9,24,3.93,28.0,0.525,0.45,0.12,0.25,1.09,0.393,5.6,1
H0100,14050182,1.0272633905783595,30,male,30 or younger,7000,around CHF 7000 per month,1,0,0,0,0,1,7.0,1,0,1,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,4,3,2,5,2,2,107,85,22,9.6,30,4.41,33.0,0.535,0.425,0.15,0.36666666666666664,0.96,0.441,6.6,1
H0101,14050186,2.6244120004410196,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,0,1,a non-work trip,not high education,1,car is available for this trip,4,1,1,4,1,1,126,96,30,11.4,20,2.32,15.0,0.63,0.48,0.1,0.5,1.1400000000000001,0.23199999999999998,3.0,1
H0102,14050186,2.6244120004410196,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,1,0,a work trip,not high education,1,car is available for this trip,4,1,1,4,1,1,134,106,28,8.0,20,2.32,15.0,0.67,0.53,0.1,0.4666666666666667,0.8,0.23199999999999998,3.0,1
H0103,14050193,0.26643335936145884,40,female,40 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,5,2,4,5,1,1,97,94,3,3.4,24,2.74,17.0,0.485,0.47,0.12,0.05,0.33999999999999997,0.274,3.4,1
H0104,14050194,0.8717417348557711,-1,male,30 or younger,7000,around CHF 7000 per month,0,1,0,0,1,1,7.0,1,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,6,5,3,5,1,2,57,57,0,3.7,17,1.69,9.0,0.285,0.285,0.085,0.0,0.37,0.16899999999999998,1.8,1
H0105,14050278,0.4344844372177664,46,male,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,1,4,2,5,1,2,289,208,81,40.0,62,11.32,85.0,1.445,1.04,0.31,1.35,4.0,1.1320000000000001,17.0,1
H0106,19130036,0.9239865491924742,29,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,0,0,1,2,0,4,2,0,1,a non-work trip,high education,1,car is available for this trip,3,2,1,4,2,2,253,170,83,41.0,46,6.74,53.5,1.265,0.85,0.23,1.3833333333333333,4.1,0.674,10.7,1
H0107,19130080,0.26643335936145884,43,female,43 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,3,1,98,85,13,15.2,31,4.57,31.6,0.49,0.425,0.155,0.21666666666666667,1.52,0.457,6.32,1
H0108,19130080,0.26643335936145884,43,female,43 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,3,1,14,14,0,0.0,2,0.37,1.2,0.07,0.07,0.01,0.0,0.0,0.037,0.24,1
H0109,19130092,2.3605670058945383,36,female,36 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,1,1,-1,1,0,a work trip,not high education,1,car is available for this trip,2,1,2,4,2,2,127,127,0,29.0,36,5.36,39.0,0.635,0.635,0.18,0.0,2.9,0.536,7.8,1
H0110,19130092,2.3605670058945383,36,female,36 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,1,1,-1,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,2,4,2,2,28,28,0,0.0,6,0.63,2.4,0.14,0.14,0.03,0.0,0.0,0.063,0.48,1
H0111,19130148,0.26643335936145884,42,female,42 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,1,4,1,1,76,72,4,7.9,27,3.53,25.5,0.38,0.36,0.135,0.06666666666666667,0.79,0.353,5.1,1
H0112,19130149,0.2960937410777467,41,male,41 years old,3250,around CHF 3250 per month,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,1,1,1,4,1,4,162,108,54,21.6,34,5.12,37.0,0.81,0.54,0.17,0.9,2.16,0.512,7.4,1
H0113,19130149,0.2960937410777467,41,male,41 years old,3250,around CHF 3250 per month,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,1,1,1,4,1,4,150,135,15,23.2,32,5.07,35.0,0.75,0.675,0.16,0.25,2.32,0.507,7.0,1
H0114,19130179,0.23251872604151755,66,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,1,0,5.0,1,0,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,2,3,2,4,2,2,44,44,0,6.8,12,1.39,10.5,0.22,0.22,0.06,0.0,0.6799999999999999,0.13899999999999998,2.1,1
H0115,19130202,0.4344844372177664,46,male,46 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,0,1,a non-work trip,high education,1,car is available for this trip,1,1,1,5,1,5,188,173,15,45.0,51,6.48,51.0,0.94,0.865,0.255,0.25,4.5,0.648,10.2,1
H0116,19130203,0.26643335936145884,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,a work trip,high education,1,car is available for this trip,2,3,2,5,1,2,26,26,0,6.0,16,1.89,12.0,0.13,0.13,0.08,0.0,0.6,0.189,2.4,2
H0117,19130203,0.26643335936145884,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,a work trip,high education,1,car is available for this trip,2,3,2,5,1,2,26,26,0,6.0,16,1.89,12.0,0.13,0.13,0.08,0.0,0.6,0.189,2.4,2
H0118,19130213,2.3605670058945383,35,female,35 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,3,3,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,2,4,1,2,380,324,56,94.0,135,25.31,189.0,1.9,1.62,0.675,0.9333333333333333,9.4,2.5309999999999997,37.8,1
H0119,19130252,1.1100015300256885,61,male,61 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,1,4,1,1,180,150,30,51.4,86,18.69,122.0,0.9,0.75,0.43,0.5,5.14,1.8690000000000002,24.4,0
H0120,19130291,0.6296835007540205,39,female,39 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,1,2,2,4,3,2,197,189,8,63.6,102,20.79,160.0,0.985,0.945,0.51,0.13333333333333333,6.36,2.0789999999999997,32.0,1
H0121,19130292,0.6296835007540205,39,female,39 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,1,2,2,4,2,2,129,115,14,32.0,33,5.13,37.0,0.645,0.575,0.165,0.23333333333333334,3.2,0.513,7.4,1
H0122,19130374,0.9984088205497536,42,female,42 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,0,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,2,4,1,2,367,315,52,0.0,133,26.14,141.5,1.835,1.575,0.665,0.8666666666666667,0.0,2.614,28.3,1
H0123,19130767,0.9984088205497536,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,3,5,3,4,27,27,0,3.0,2,0.39,2.5,0.135,0.135,0.01,0.0,0.3,0.039,0.5,2
H0124,19130798,1.1100015300256885,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,3,3,1,2,113,113,0,34.6,42,5.4,42.0,0.565,0.565,0.21,0.0,3.46,0.54,8.4,1
H0125,19130798,1.1100015300256885,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,6,3,3,1,2,188,151,37,34.6,42,5.4,42.0,0.94,0.755,0.21,0.6166666666666667,3.46,0.54,8.4,1
H0126,19130827,2.6244120004410196,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,1,5,1,1,221,178,43,38.4,56,9.49,72.0,1.105,0.89,0.28,0.7166666666666667,3.84,0.9490000000000001,14.4,1
H0127,19130855,2.3605670058945383,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,4,4,2,2,72,71,1,7.6,27,4.13,31.0,0.36,0.355,0.135,0.016666666666666666,0.76,0.413,6.2,1
H0128,19130855,2.3605670058945383,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,4,4,2,2,126,111,15,14.8,27,4.14,31.0,0.63,0.555,0.135,0.25,1.48,0.414,6.2,1
H0129,19130863,0.7000658609902283,37,male,37 years old,9035,around CHF 9035 per month,1,0,0,0,0,0,9.035,0,0,0,-1,-1,-1,-1,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,5,2,3,338,266,72,51.8,63,14.32,101.0,1.69,1.33,0.315,1.2,5.18,1.432,20.2,1
H0130,19130863,0.7000658609902283,37,male,37 years old,9035,around CHF 9035 per month,1,0,0,0,0,0,9.035,0,0,0,-1,-1,-1,-1,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,5,2,3,64,64,0,8.2,18,1.91,15.0,0.32,0.32,0.09,0.0,0.82,0.191,3.0,1
H0131,19130871,0.26643335936145884,51,female,51 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,4,4,4,2,2,220,183,37,20.9,59,10.27,78.5,1.1,0.915,0.295,0.6166666666666667,2.09,1.027,15.7,1
H0132,19130963,0.390802389501682,53,female,53 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,3,3,1,1,0,a work trip,high education,1,car is available for this trip,2,1,1,4,1,1,28,28,0,6.0,7,0.79,4.5,0.14,0.14,0.035,0.0,0.6,0.079,0.9,1
H0133,19131061,2.3605670058945383,34,female,34 years old,7384,around CHF 7384 per month,0,1,0,0,0,0,7.384,0,0,0,2,6,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,3,6,6,2,1,5,262,229,33,49.2,30,3.93,27.0,1.31,1.145,0.15,0.55,4.92,0.393,5.4,1
H0134,19610035,0.390802389501682,45,female,45 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,5,5,2,5,1,4,72,72,0,2.6,14,1.39,5.5,0.36,0.36,0.07,0.0,0.26,0.13899999999999998,1.1,1
H0135,19610035,0.390802389501682,45,female,45 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,6,4,2,1,0,a work trip,high education,1,car is available for this trip,5,5,2,5,1,4,73,70,3,2.6,14,1.39,5.5,0.365,0.35,0.07,0.05,0.26,0.13899999999999998,1.1,1
H0136,19610114,0.26643335936145884,52,female,52 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,2,4,2,2,82,82,0,10.6,26,2.67,16.2,0.41,0.41,0.13,0.0,1.06,0.267,3.2399999999999998,1
H0137,19610182,0.9239865491924742,29,female,30 or younger,5000,around CHF 5000 per month,1,0,0,0,0,1,5.0,1,0,0,1,0,1,0,0,1,a non-work trip,high education,1,car is available for this trip,2,1,2,4,1,4,75,75,0,6.2,39,3.97,25.0,0.375,0.375,0.195,0.0,0.62,0.397,5.0,1
H0138,19650025,0.2960937410777467,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,0,1,a non-work trip,high education,1,car is available for this trip,1,1,2,3,2,2,44,44,0,3.2,15,1.63,7.1,0.22,0.22,0.075,0.0,0.32,0.16299999999999998,1.42,1
H0139,19650025,0.2960937410777467,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,1,0,a work trip,high education,1,car is available for this trip,1,1,2,3,2,2,78,67,11,3.7,27,2.81,13.5,0.39,0.335,0.135,0.18333333333333332,0.37,0.281,2.7,1
H0140,19650025,0.2960937410777467,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,0,1,a non-work trip,high education,1,car is available for this trip,1,1,2,3,2,2,72,72,0,3.2,30,2.94,14.0,0.36,0.36,0.15,0.0,0.32,0.294,2.8,1
H0141,19650026,0.9984088205497536,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,2,5,2,1,0,a work trip,not high education,1,car is available for this trip,2,1,2,4,1,1,89,85,4,7.4,28,2.87,14.0,0.445,0.425,0.14,0.06666666666666667,0.74,0.28700000000000003,2.8,1
H0142,19650026,0.9984088205497536,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,2,5,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,2,4,1,1,119,119,0,12.4,22,2.45,9.5,0.595,0.595,0.11,0.0,1.24,0.24500000000000002,1.9,1
H0143,19650041,0.7000658609902283,36,male,36 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,1,0,1,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,2,5,2,3,96,96,0,11.0,38,3.78,16.9,0.48,0.48,0.19,0.0,1.1,0.378,3.38,1
H0144,19650059,0.6296835007540205,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,4,4,5,4,197,184,13,14.2,33,3.44,21.5,0.985,0.92,0.165,0.21666666666666667,1.42,0.344,4.3,1
H0145,19650072,1.1100015300256885,52,male,52 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,1,0,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,1,5,2,2,262,225,37,27.6,61,6.48,39.3,1.31,1.125,0.305,0.6166666666666667,2.7600000000000002,0.648,7.859999999999999,1
H0146,19650138,0.4344844372177664,48,male,48 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,1,2,3,4,1,3,75,74,1,4.4,34,3.25,14.0,0.375,0.37,0.17,0.016666666666666666,0.44000000000000006,0.325,2.8,1
H0147,19650139,0.7000658609902283,38,male,38 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,2,2,4,4,3,2,257,207,50,23.7,120,17.61,110.0,1.285,1.035,0.6,0.8333333333333334,2.37,1.761,22.0,1
H0148,19650218,2.3605670058945383,37,female,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,2,2,4,1,1,52,52,0,7.4,30,3.25,14.0,0.26,0.26,0.15,0.0,0.74,0.325,2.8,1
H0149,19650224,0.9984088205497536,48,female,48 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,4,3,3,197,151,46,12.8,40,4.06,24.0,0.985,0.755,0.2,0.7666666666666667,1.28,0.40599999999999997,4.8,1
H0150,19650224,0.9984088205497536,48,female,48 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,3,4,3,3,182,155,27,16.8,40,4.06,24.0,0.91,0.775,0.2,0.45,1.6800000000000002,0.40599999999999997,4.8,1
H0151,19650242,0.26643335936145884,52,female,52 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,2,4,4,1,0,1,a non-work trip,high education,1,car is available for this trip,4,4,3,5,1,4,165,140,25,5.1,33,3.4,18.5,0.825,0.7,0.165,0.4166666666666667,0.51,0.33999999999999997,3.7,1
H0152,19650281,2.6244120004410196,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,a work trip,not high education,1,car is available for this trip,3,1,1,5,1,2,61,60,1,0.0,36,4.24,18.0,0.305,0.3,0.18,0.016666666666666666,0.0,0.42400000000000004,3.6,0
H0153,19650295,0.2960937410777467,55,male,55 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,1,2,4,1,1,0,a work trip,not high education,1,car is available for this trip,3,4,3,5,2,2,137,125,12,14.0,64,9.19,64.0,0.685,0.625,0.32,0.2,1.4,0.9189999999999999,12.8,1
H0154,19650327,0.9984088205497536,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,6,2,2,5,1,2,127,127,0,8.0,23,2.31,14.7,0.635,0.635,0.115,0.0,0.8,0.231,2.94,0
H0155,19650328,0.4344844372177664,58,male,58 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,4,5,2,5,24,24,0,3.0,4,0.63,1.4,0.12,0.12,0.02,0.0,0.3,0.063,0.27999999999999997,2
H0156,19650328,0.4344844372177664,58,male,58 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,4,5,2,5,24,24,0,3.0,8,0.86,4.0,0.12,0.12,0.04,0.0,0.3,0.086,0.8,2
H0157,19650425,0.6296835007540205,36,female,36 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,1,0,1,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,3,3,2,4,3,4,139,139,0,8.6,35,3.47,17.5,0.695,0.695,0.175,0.0,0.86,0.34700000000000003,3.5,1
H0158,19650448,2.3605670058945383,37,female,37 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,2,3,2,2,45,45,0,7.4,23,2.32,10.0,0.225,0.225,0.115,0.0,0.74,0.23199999999999998,2.0,0
H0159,19650490,0.9984088205497536,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,3,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,3,1,2,244,242,2,45.8,95,16.04,115.4,1.22,1.21,0.475,0.03333333333333333,4.58,1.6039999999999999,23.080000000000002,1
H0160,19650491,0.9984088205497536,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,3,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,3,1,4,22,22,0,3.0,4,0.52,2.4,0.11,0.11,0.02,0.0,0.3,0.052000000000000005,0.48,2
