respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16
H0100,123,10360566,0.9573855529584482,0.000409116,1,2,1,-1,3,1,52,male,52 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,1,2,-1,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,1,4,4,4,4,4,4
H0101,124,10360574,2.2635771809925926,0.000967286,1,2,1,1,3,1,36,male,36 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,3,3,4,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,5,5,5,6,4,2
H0102,125,10360574,2.2635771809925926,0.000967286,1,2,1,3,3,1,36,male,36 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,3,3,4,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,4,5,5,5,6,4,2
H0103,126,10360574,2.2635771809925926,0.000967286,1,2,1,1,3,1,36,male,36 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,3,3,4,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,5,5,5,6,4,2
H0104,127,10360575,0.8611359127752702,0.000367986,1,2,2,3,3,1,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,0,0,0,3,4,4,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4
H0105,128,10360575,0.8611359127752702,0.000367986,1,2,2,3,3,1,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,0,0,0,3,4,4,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4
H0106,129,10360575,0.8611359127752702,0.000367986,1,2,2,3,3,1,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,0,0,0,3,4,4,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,5,5,5,5,5,4
H0107,131,10360624,1.427791921076655,0.000610133,1,2,8,1,-1,1,19,male,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,1,0,0,2,3,3,0,1,0,a work-related trip,education not reported,1,car is available for this trip,3,5,5,5,6,2,3
H0108,132,10360626,0.2553833146722722,0.000109132,1,2,2,1,5,1,53,male,53 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,0,1,1,2,-1,1,0,a work-related trip,high school education,1,car is available for this trip,3,4,4,3,4,2,3
H0109,133,10540009,0.8611359127752702,0.000367986,1,2,2,1,3,1,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,2,2
H0110,134,10540009,0.8611359127752702,0.000367986,1,2,2,3,3,1,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,2,2
H0111,135,10540009,0.8611359127752702,0.000367986,1,2,2,3,3,1,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,2,2
H0112,136,10540031,0.8611359127752702,0.000367986,1,2,2,-1,3,1,45,female,45 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,1,5,5,4,4,3
H0113,137,10540046,0.2553833146722722,0.000109132,1,2,1,2,5,1,45,male,45 years old,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,1,0,1,1,1,1,-1,1,0,a mixed work-and-leisure trip,high school education,1,car is available for this trip,4,4,5,5,2,2,2
H0114,138,10540063,1.7749458627711374,0.000758481,1,2,9,3,3,1,82,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,1,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,4,5,6,5,5
H0115,139,10540063,1.7749458627711374,0.000758481,1,2,9,1,3,1,82,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,1,0,0,1,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,4,4,5,6,5,5
H0116,140,10540066,0.2553833146722722,0.000109132,1,2,1,1,5,1,55,male,55 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,2,4,3,1,1,0,a work-related trip,high school education,1,car is available for this trip,3,4,3,5,4,5,4
H0117,141,10540067,0.2553833146722722,0.000109132,1,2,1,3,5,1,55,male,55 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,2,4,3,1,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,4,3,5,4,5,4
H0118,142,10540067,0.2553833146722722,0.000109132,1,2,1,3,5,1,55,male,55 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,2,4,3,1,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,4,3,5,4,5,4
H0119,143,10540067,0.2553833146722722,0.000109132,1,2,1,1,5,1,55,male,55 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,2,4,3,1,1,0,a work-related trip,high school education,1,car is available for this trip,3,4,3,5,4,5,4
H0120,144,10540067,0.2553833146722722,0.000109132,1,2,1,3,5,1,55,male,55 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,2,4,3,1,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,4,3,5,4,5,4
H0121,145,10540128,0.8611359127752702,0.000367986,1,2,9,3,3,1,64,female,64 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,5,5
H0122,146,10540130,0.9573855529584482,0.000409116,1,2,1,-1,3,1,40,male,40 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,4,5,5,3,5,3
H0123,147,10540130,0.9573855529584482,0.000409116,1,2,1,1,3,1,40,male,40 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,3,5,3
H0124,148,10540131,0.8611359127752702,0.000367986,1,2,2,3,3,1,40,female,40 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,1,2,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,5,5,2,4,2
H0125,149,10540131,0.8611359127752702,0.000367986,1,2,2,3,3,1,40,female,40 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,1,2,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,5,5,2,4,2
H0126,150,10540168,0.1804241978634332,7.71e-05,1,2,9,3,6,1,65,female,65 or older,9035,around CHF 9035 per month,1,0,0,0,0,0,9.035,0,0,1,1,2,2,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,2,4,4,4,6,5,5
H0127,151,10540169,0.7518844977110388,0.0003213,1,2,9,3,3,1,69,male,65 or older,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,4,6,4,4
H0128,152,10540178,0.9573855529584482,0.000409116,1,2,2,3,3,1,59,male,59 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,5,4,5,6,5,4
H0129,153,10540178,0.9573855529584482,0.000409116,1,2,2,2,3,1,59,male,59 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,1,2,2,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,5,4,5,6,5,4
H0130,154,10540184,0.2553833146722722,0.000109132,1,2,1,2,6,1,63,male,63 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,-1,2,-1,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,4,4,5,5,6,3,3
H0131,155,10540184,0.2553833146722722,0.000109132,1,2,1,1,6,1,63,male,63 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,-1,2,-1,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,4,5,5,6,3,3
H0132,157,10540187,0.9573855529584482,0.000409116,1,2,1,1,3,1,45,male,45 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,1,1,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,4,4,3,4
H0133,158,10540188,2.0360086784578657,0.00087004,1,2,2,1,3,1,20,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,3,4,5,2,1,0,a work-related trip,vocational or secondary education,0,car is not available for this trip,6,4,3,4,6,4,4
H0134,162,10540199,0.543107257288418,0.000232084,1,2,8,1,5,1,22,female,30 or younger,5000,around CHF 5000 per month,0,0,0,0,0,1,5.0,1,0,0,1,2,3,-1,1,0,a work-related trip,high school education,1,car is available for this trip,3,3,4,4,6,5,3
H0135,163,10540202,0.8611359127752702,0.000367986,1,2,2,3,3,1,53,female,53 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,4,6,4,4
H0136,164,10540215,3.444981255835199,0.001472131,1,2,1,1,2,1,40,female,40 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,2,2,2,0,1,0,a work-related trip,compulsory education,1,car is available for this trip,1,4,4,4,3,3,3
H0137,165,10540216,0.6038126284528191,0.000258025,1,2,1,1,6,1,30,male,30 or younger,15000,around CHF 15000 per month,1,0,0,1,0,1,15.0,1,0,1,2,2,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,4,4,4,6,2,3
H0138,166,10540237,0.796946084663805,0.000340556,1,2,2,3,7,1,34,female,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,2,3,1,0,1,a leisure-related trip,university education,1,car is available for this trip,2,5,5,5,6,5,5
H0139,167,10540250,0.6038126284528191,0.000258025,1,2,1,1,5,1,25,male,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,1,0,1,2,2,-1,1,0,a work-related trip,high school education,1,car is available for this trip,1,5,4,4,6,3,4
H0140,168,10540252,0.796946084663805,0.000340556,1,2,1,3,7,1,25,female,30 or younger,7000,around CHF 7000 per month,1,0,0,0,0,1,7.0,1,0,1,1,2,2,-1,0,1,a leisure-related trip,university education,1,car is available for this trip,2,2,4,4,6,4,4
H0141,170,10540260,0.543107257288418,0.000232084,1,2,8,2,4,1,20,female,30 or younger,5000,around CHF 5000 per month,0,0,0,0,0,1,5.0,1,0,0,1,3,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,3,5,5,5,6,5,1
H0142,171,10540265,0.3747464412665672,0.000160139,1,2,1,3,8,1,44,male,44 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,4,2,0,1,a leisure-related trip,university education,1,car is available for this trip,4,5,4,5,1,4,4
H0143,172,10540266,0.337070311751635,0.000144039,1,2,2,1,7,1,41,female,41 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,university education,1,car is available for this trip,4,5,5,5,2,4,4
H0144,173,10540269,0.2298009887184065,9.82e-05,1,2,2,3,4,1,52,female,52 years old,5000,around CHF 5000 per month,0,0,0,0,1,0,5.0,1,1,0,2,2,4,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,6,4,3
H0145,174,10540270,0.2553833146722722,0.000109132,1,2,-1,1,-1,1,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a work-related trip,education not reported,1,car is available for this trip,-2,-2,-2,-2,-2,-2,-2
H0146,175,10540271,0.796946084663805,0.000340556,1,2,2,3,7,1,35,female,35 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,2,6,6,4,0,1,a leisure-related trip,university education,1,car is available for this trip,1,4,4,4,5,4,3
H0147,176,10540271,0.796946084663805,0.000340556,1,2,2,3,7,1,35,female,35 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,2,6,6,4,0,1,a leisure-related trip,university education,1,car is available for this trip,1,4,4,4,5,4,3
H0148,178,10540297,0.3747464412665672,0.000160139,1,2,1,2,7,1,44,male,44 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,0,2,0,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,4,5,4,6,4,5
H0149,179,10540298,0.796946084663805,0.000340556,1,2,1,2,7,1,33,female,33 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,1,0,2,-1,1,0,a mixed work-and-leisure trip,university education,0,car is not available for this trip,4,4,5,4,6,5,5
H0150,180,10540305,0.7518844977110388,0.0003213,1,2,9,3,3,1,70,male,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,5,4
H0151,182,10540306,0.7518844977110388,0.0003213,1,2,9,3,3,1,70,male,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,5,3
H0152,183,10540335,0.9573855529584482,0.000409116,1,2,-1,3,-1,1,-1,traveler,30 or younger,15000,around CHF 15000 per month,0,0,0,0,0,1,15.0,0,1,0,2,3,3,0,0,1,a leisure-related trip,education not reported,1,car is available for this trip,1,4,4,4,3,1,4
H0153,184,10540351,0.9573855529584482,0.000409116,1,2,1,-1,3,1,51,male,51 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,1,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,3,4,5,6,3,3
H0154,185,10540353,0.543107257288418,0.000232084,1,2,-1,2,-1,1,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a mixed work-and-leisure trip,education not reported,1,car is available for this trip,-2,-2,-2,-2,-2,-2,-2
H0155,186,10540354,0.2298009887184065,9.82e-05,1,2,1,2,4,1,43,female,43 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,1,2,2,2,-1,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,-1,5,5
H0156,187,10540384,0.2005493353683038,8.57e-05,1,2,9,3,5,1,75,male,65 or older,15000,around CHF 15000 per month,0,0,1,0,0,0,15.0,0,1,0,2,3,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,1,4,2,5,6,5,1
H0157,189,10540395,0.2553833146722722,0.000109132,1,2,1,-1,6,1,47,male,47 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,1,0,2,4,4,2,0,1,a trip with unreported purpose,applied higher education,1,car is available for this trip,4,4,4,4,6,3,4
H0158,190,10540396,0.2298009887184065,9.82e-05,1,2,2,-1,6,1,40,female,40 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,a trip with unreported purpose,applied higher education,1,car is available for this trip,4,4,4,4,4,3,2
H0159,191,10540462,0.7518844977110388,0.0003213,1,2,9,3,3,1,79,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,1,5,5,6,4,4
H0160,193,10540514,0.1804241978634332,7.71e-05,1,2,9,3,4,1,77,female,65 or older,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,0,0,1,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,6,6,4,5,3,3,4
H0161,194,10540514,0.1804241978634332,7.71e-05,1,2,9,3,4,1,77,female,65 or older,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,0,0,1,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,6,6,4,5,3,3,4
H0162,195,10540514,0.1804241978634332,7.71e-05,1,2,9,3,4,1,77,female,65 or older,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,0,0,1,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,6,6,4,5,3,3,4
H0163,197,10540514,0.1804241978634332,7.71e-05,1,2,9,3,4,1,77,female,65 or older,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,0,0,1,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,6,6,4,5,3,3,4
H0164,198,10540515,0.796946084663805,0.000340556,1,2,1,2,7,1,29,female,30 or younger,7000,around CHF 7000 per month,1,0,0,1,0,1,7.0,1,0,0,2,0,2,0,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,2,3,3,4,6,4,2
H0165,199,10540515,0.796946084663805,0.000340556,1,2,1,3,7,1,29,female,30 or younger,7000,around CHF 7000 per month,1,0,0,1,0,1,7.0,1,0,0,2,0,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,3,3,4,6,4,2
H0166,200,10540516,0.8860232194455376,0.000378621,1,2,1,3,8,1,30,male,30 or younger,7000,around CHF 7000 per month,1,0,0,1,0,1,7.0,1,0,0,2,0,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,4,4,4,6,2,2
H0167,201,10540517,9.055467089443033,0.003869639,1,2,1,1,2,1,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,4,3,1,1,0,a work-related trip,compulsory education,1,car is available for this trip,1,5,4,4,5,5,5
H0168,202,10540518,0.2298009887184065,9.82e-05,1,2,2,1,6,1,41,female,41 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,2,4,3,1,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,5,4,4,5,5,5
H0169,203,10540531,0.2005493353683038,8.57e-05,1,2,4,2,6,1,74,male,65 or older,3250,around CHF 3250 per month,1,0,0,0,0,0,3.25,1,0,0,2,0,2,0,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,1,5,4,4,4,5,3
H0170,204,10540532,0.1804241978634332,7.71e-05,1,2,9,3,5,1,71,female,65 or older,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,1,2,0,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,1,5,4,5,4,5,3
H0171,205,10540532,0.1804241978634332,7.71e-05,1,2,9,3,5,1,71,female,65 or older,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,1,2,0,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,1,5,4,5,4,5,3
H0172,206,10540548,0.9573855529584482,0.000409116,1,2,1,1,3,1,48,male,48 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,1,0,1,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,6,3
H0173,207,10540548,0.9573855529584482,0.000409116,1,2,1,1,3,1,48,male,48 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,1,0,1,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,6,3
H0174,210,10540559,0.2553833146722722,0.000109132,1,2,1,2,4,1,63,male,63 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,0,1,0,2,2,2,-1,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,4,4,4,4,3,3,3
H0175,211,10540559,0.2553833146722722,0.000109132,1,2,1,2,4,1,63,male,63 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,0,1,0,2,2,2,-1,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,4,4,4,4,3,3,3
H0176,212,10540560,0.9573855529584482,0.000409116,1,2,5,3,3,1,61,male,61 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,2,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,4,5,5,6,5,3
H0177,213,10540560,0.9573855529584482,0.000409116,1,2,5,3,3,1,61,male,61 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,2,2,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,4,5,5,6,5,3
H0178,216,10540563,0.337070311751635,0.000144039,1,2,2,2,7,1,46,female,46 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,8,5,3,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,3,4,4,4,2,3,2
H0179,218,10540606,0.2005493353683038,8.57e-05,1,2,9,3,6,1,77,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,1,0,1,3,2,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,1,4,3,4,6,5,2
H0180,219,10540647,0.2298009887184065,9.82e-05,1,2,6,3,5,1,58,female,58 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,1,0,2,4,2,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,1,4,5,5,3,4,3
