respondent_id,human_id,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H0585,70130778,20,0,2.2,6,0.69,2.6,0.1,0.0,0.22,0.03,0.0689999999999999,0.52,1,0.32,0.0989999999999999,0.52,0.8333333333333334,0.8820621468926554,S0585
H0586,70130778,20,0,2.2,6,0.69,2.6,0.1,0.0,0.22,0.03,0.0689999999999999,0.52,1,0.32,0.0989999999999999,0.52,0.8333333333333334,0.8820621468926554,S0586
H0587,70130807,12,0,2.2,2,0.49,1.2,0.06,0.0,0.22,0.01,0.049,0.24,1,0.28,0.059000000000000004,0.24,0.9615384615384615,0.9774011299435028,S0587
H0588,70130807,20,0,2.2,2,0.49,1.2,0.1,0.0,0.22,0.01,0.049,0.24,1,0.32,0.059000000000000004,0.24,0.9259259259259258,0.9562146892655368,S0588
H0589,70130808,186,8,35.6,78,13.51,100.7,0.93,0.1333333333333333,3.56,0.39,1.351,20.14,1,4.623333333333333,1.741,20.14,0.2575770584699923,0.13983050847457626,S0589
H0590,70130813,32,0,3.4,8,0.89,4.8,0.16,0.0,0.3399999999999999,0.04,0.089,0.96,1,0.4999999999999999,0.129,0.96,0.7293946024799417,0.7951977401129944,S0590
H0591,70130835,71,0,4.8,19,2.55,17.7,0.355,0.0,0.48,0.095,0.255,3.54,1,0.835,0.35,3.54,0.6734006734006734,0.730225988700565,S0591
H0592,70130867,25,0,0.0,2,0.36,1.6,0.125,0.0,0.0,0.01,0.036,0.32,1,0.125,0.046,0.32,0.9267840593141798,0.9576271186440678,S0592
H0593,70130868,68,0,18.0,35,3.85,27.0,0.34,0.0,1.8,0.175,0.385,5.4,0,2.14,1000000.0,5.4,0.2347417840375587,0.11581920903954802,S0593
H0594,70130905,96,15,11.8,22,3.7,23.0,0.48,0.25,1.1800000000000002,0.11,0.37,4.6,1,1.9100000000000001,0.48,4.6,0.4115226337448559,0.3545197740112994,S0594
H0595,70130905,90,7,11.8,22,3.7,23.0,0.45,0.1166666666666666,1.1800000000000002,0.11,0.37,4.6,1,1.7466666666666668,0.48,4.6,0.4411764705882353,0.4011299435028249,S0595
H0596,70130947,70,0,7.1,21,2.81,19.1,0.35,0.0,0.71,0.105,0.281,3.82,1,1.06,0.386,3.82,0.5973715651135006,0.6313559322033898,S0596
H0597,70130947,74,11,6.7,23,3.34,24.0,0.37,0.1833333333333333,0.67,0.115,0.3339999999999999,4.8,1,1.2233333333333332,0.4489999999999999,4.8,0.563591959421379,0.5833333333333334,S0597
H0598,70130998,251,13,0.0,166,34.43,262.0,1.255,0.2166666666666666,0.0,0.83,3.443,52.4,1,1.4716666666666665,4.273,52.4,0.2630655910206945,0.1497175141242938,S0598
H0599,70131064,48,0,0.0,22,2.24,14.0,0.24,0.0,0.0,0.11,0.224,2.8,1,0.24,0.334,2.8,0.9140767824497257,0.9491525423728814,S0599
H0600,70140059,96,1,9.6,32,4.34,30.0,0.48,0.0166666666666666,0.96,0.16,0.434,6.0,1,1.4566666666666666,0.594,6.0,0.5368647100930566,0.5451977401129944,S0600
H0601,70140078,65,3,0.0,30,3.21,22.0,0.325,0.05,0.0,0.15,0.321,4.4,1,0.375,0.471,4.4,0.9124087591240875,0.9463276836158192,S0601
H0602,70140136,64,0,10.8,28,3.91,28.0,0.32,0.0,1.08,0.14,0.391,5.6,1,1.4000000000000001,0.531,5.6,0.5350454788657035,0.5423728813559322,S0602
H0603,70140141,365,46,53.0,171,41.08,312.0,1.825,0.7666666666666667,5.3,0.855,4.108,62.4,1,7.891666666666667,4.962999999999999,62.4,0.25453928389614794,0.134180790960452,S0603
H0604,70140237,71,0,13.4,32,4.34,30.0,0.355,0.0,1.34,0.16,0.434,6.0,1,1.695,0.594,6.0,0.47596382674916704,0.452683615819209,S0604
H0605,70140294,41,6,8.0,22,2.52,16.0,0.205,0.1,0.8,0.11,0.252,3.2,1,1.105,0.362,3.2,0.5737234652897304,0.597457627118644,S0605
H0606,70140295,65,2,19.6,38,4.99,36.0,0.325,0.0333333333333333,1.96,0.19,0.499,7.2,1,2.3183333333333334,0.6890000000000001,7.2,0.3803245436105477,0.3107344632768362,S0606
H0607,70140295,81,0,19.6,38,4.99,36.0,0.405,0.0,1.96,0.19,0.499,7.2,1,2.365,0.6890000000000001,7.2,0.37369207772795215,0.2994350282485876,S0607
H0608,70740007,107,27,27.6,124,14.44,108.0,0.535,0.45,2.76,0.62,1.444,21.6,1,3.745,2.064,21.6,0.37299515106303616,0.2980225988700565,S0608
H0609,70740047,254,10,41.8,187,35.51,261.0,1.27,0.1666666666666666,4.18,0.935,3.551,52.2,1,5.616666666666666,4.486000000000001,52.2,0.4693366708385484,0.4435028248587571,S0609
H0610,70740128,115,0,7.0,30,3.24,17.3,0.575,0.0,0.7,0.15,0.324,3.46,1,1.275,0.474,3.46,0.5552470849528041,0.5706214689265536,S0610
H0611,70740135,179,18,22.8,56,8.05,54.5,0.895,0.3,2.28,0.28,0.805,10.9,1,3.4749999999999996,1.085,10.9,0.2949852507374632,0.192090395480226,S0611
H0612,70740172,54,11,5.2,29,2.65,14.0,0.27,0.1833333333333333,0.52,0.145,0.265,2.8,1,0.9733333333333334,0.41000000000000003,2.8,0.6396588486140724,0.6850282485875706,S0612
H0613,70740215,57,7,12.4,24,2.71,15.0,0.285,0.1166666666666666,1.24,0.12,0.271,3.0,1,1.6416666666666666,0.391,3.0,0.4443127962085308,0.403954802259887,S0613
H0614,70740215,63,9,12.4,24,2.71,15.0,0.315,0.15,1.24,0.12,0.271,3.0,1,1.705,0.391,3.0,0.4357298474945534,0.3905367231638418,S0614
H0615,70740299,40,0,0.0,21,2.35,12.0,0.2,0.0,0.0,0.105,0.235,2.4,1,0.2,0.33999999999999997,2.4,0.8771929824561404,0.9194915254237288,S0615
H0616,70740299,44,0,0.0,21,2.35,12.0,0.22,0.0,0.0,0.105,0.235,2.4,1,0.22,0.33999999999999997,2.4,0.8928571428571429,0.9336158192090396,S0616
H0617,90300005,57,9,2.2,11,1.2,7.5,0.285,0.15,0.22,0.055,0.12,1.5,1,0.6549999999999999,0.175,1.5,0.6756756756756757,0.731638418079096,S0617
H0618,90300011,99,0,0.0,39,5.09,31.5,0.495,0.0,0.0,0.195,0.509,6.3,1,0.495,0.704,6.3,0.8271298593879238,0.8742937853107344,S0618
H0619,90300012,103,0,0.0,38,5.04,31.0,0.515,0.0,0.0,0.19,0.504,6.2,1,0.515,0.694,6.2,0.8481764206955048,0.8940677966101694,S0619
H0620,90300075,108,8,82.0,24,3.32,22.0,0.54,0.1333333333333333,8.2,0.12,0.3319999999999999,4.4,1,8.873333333333333,0.4519999999999999,4.4,0.2021018593371059,0.08898305084745763,S0620
H0621,90300075,124,2,82.0,24,3.44,23.0,0.62,0.0333333333333333,8.2,0.12,0.344,4.6,1,8.853333333333332,0.46399999999999997,4.6,0.19470404984423678,0.0847457627118644,S0621
H0622,90300088,96,3,11.2,31,3.37,22.0,0.48,0.05,1.12,0.155,0.337,4.4,1,1.6500000000000001,0.492,4.4,0.4633920296570898,0.4350282485875706,S0622
H0623,90300114,111,12,4.2,27,4.54,35.0,0.555,0.2,0.42,0.135,0.454,7.0,1,1.175,0.589,7.0,0.6305170239596469,0.6694915254237288,S0623
H0624,90300284,157,8,11.4,36,5.45,38.0,0.785,0.1333333333333333,1.14,0.18,0.545,7.6,1,2.058333333333333,0.7250000000000001,7.6,0.4285714285714286,0.3785310734463277,S0624
H0625,90300309,91,0,3.0,20,3.02,18.5,0.455,0.0,0.3,0.1,0.302,3.7,1,0.755,0.402,3.7,0.7390983000739099,0.809322033898305,S0625
H0626,90300331,106,0,12.0,21,3.02,17.8,0.53,0.0,1.2,0.105,0.302,3.56,1,1.73,0.407,3.56,0.4304778303917348,0.3827683615819209,S0626
H0627,90300336,68,0,86.0,8,1.49,4.8,0.34,0.0,8.6,0.04,0.149,0.96,0,8.94,1000000.0,0.96,0.11135857461024498,0.022598870056497175,S0627
H0628,90300344,137,3,4.2,43,5.16,35.0,0.685,0.05,0.42,0.215,0.516,7.0,1,1.155,0.731,7.0,0.702247191011236,0.7627118644067796,S0628
H0629,90300345,70,0,3.0,23,2.97,17.0,0.35,0.0,0.3,0.115,0.297,3.4,1,0.6499999999999999,0.412,3.4,0.8077544426494346,0.8615819209039548,S0629
H0630,90300367,177,11,9.0,34,4.23,25.0,0.885,0.1833333333333333,0.9,0.17,0.423,5.0,1,1.9683333333333333,0.593,5.0,0.42099354476564693,0.3686440677966102,S0630
H0631,90300375,58,0,2.2,19,2.18,12.0,0.29,0.0,0.22,0.095,0.218,2.4,1,0.51,0.313,2.4,0.835421888053467,0.884180790960452,S0631
H0632,90300385,562,67,85.5,338,67.65,519.0,2.81,1.1166666666666667,8.55,1.69,6.765000000000001,103.8,1,12.476666666666667,8.455,103.8,0.19913707268503153,0.08615819209039548,S0632
H0633,90300470,86,0,3.7,23,2.36,10.5,0.43,0.0,0.37,0.115,0.236,2.1,1,0.8,0.351,2.1,0.6901311249137336,0.7429378531073446,S0633
H0634,90300470,185,29,24.5,53,5.47,29.5,0.925,0.4833333333333333,2.45,0.265,0.5469999999999999,5.9,1,3.8583333333333334,0.8119999999999999,5.9,0.3287671232876712,0.24293785310734464,S0634
H0635,90300496,61,0,86.0,24,2.61,10.0,0.305,0.0,8.6,0.12,0.261,2.0,1,8.905,0.381,2.0,0.3818251240931654,0.3121468926553672,S0635
H0636,90300795,365,40,91.2,170,33.23,254.5,1.825,0.6666666666666666,9.12,0.85,3.3229999999999995,50.9,1,11.611666666666666,4.172999999999999,50.9,0.1185021330383947,0.025423728813559324,S0636
H0637,90300827,45,0,3.7,13,1.62,9.5,0.225,0.0,0.37,0.065,0.162,1.9,1,0.595,0.227,1.9,0.7309941520467836,0.7980225988700564,S0637
H0638,90300827,268,22,35.2,163,31.33,236.5,1.34,0.3666666666666666,3.5200000000000005,0.815,3.133,47.3,1,5.226666666666667,3.948,47.3,0.43885313048566416,0.3954802259887006,S0638
H0639,90300837,88,8,2.2,19,2.08,12.0,0.44,0.1333333333333333,0.22,0.095,0.208,2.4,1,0.7933333333333332,0.303,2.4,0.6709908297919929,0.7259887005649718,S0639
H0640,90300838,207,16,8.5,45,7.87,55.6,1.035,0.2666666666666666,0.85,0.225,0.787,11.12,1,2.1516666666666664,1.012,11.12,0.4673625175260945,0.4378531073446328,S0640
H0641,90300909,130,14,10.6,35,5.26,39.0,0.65,0.2333333333333333,1.06,0.175,0.526,7.8,1,1.9433333333333334,0.7010000000000001,7.8,0.44596402556860415,0.4081920903954802,S0641
H0642,90300953,84,2,4.5,23,2.74,14.9,0.42,0.0333333333333333,0.45,0.115,0.274,2.98,1,0.9033333333333333,0.389,2.98,0.6603565925599824,0.7048022598870056,S0642
H0643,90300953,32,0,3.0,3,0.4,1.2,0.16,0.0,0.3,0.015,0.04,0.24,1,0.45999999999999996,0.055,0.24,0.8438818565400843,0.8912429378531074,S0643
H0644,90301010,423,58,57.5,196,38.53,297.5,2.115,0.9666666666666668,5.75,0.98,3.853,59.5,1,8.831666666666667,4.833,59.5,0.20005334755934914,0.08757062146892655,S0644
H0645,90301084,115,10,6.4,48,5.67,35.0,0.575,0.1666666666666666,0.64,0.24,0.567,7.0,1,1.3816666666666666,0.8069999999999999,7.0,0.6350550381033023,0.6765536723163842,S0645
H0646,90301139,144,4,31.2,78,13.44,102.0,0.72,0.0666666666666666,3.12,0.39,1.344,20.4,1,3.9066666666666667,1.734,20.4,0.31519226728304267,0.2175141242937853,S0646
H0647,90320178,382,15,0.0,262,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,1,2.16,6.516,80.8,0.18670649738610903,0.07627118644067797,S0647
H0648,90320350,264,16,0.0,161,29.69,221.5,1.32,0.2666666666666666,0.0,0.805,2.9690000000000003,44.3,1,1.5866666666666667,3.7740000000000005,44.3,0.3137418950010457,0.21468926553672316,S0648
H0649,90320388,107,10,6.4,45,6.29,45.0,0.535,0.1666666666666666,0.64,0.225,0.629,9.0,1,1.3416666666666668,0.854,9.0,0.6721935917544253,0.7274011299435028,S0649
H0650,90320388,123,21,6.4,45,6.29,45.0,0.615,0.35,0.64,0.225,0.629,9.0,1,1.605,0.854,9.0,0.5711022272986865,0.594632768361582,S0650
H0651,90320560,75,4,3.0,30,2.84,14.0,0.375,0.0666666666666666,0.3,0.15,0.284,2.8,1,0.7416666666666666,0.43399999999999994,2.8,0.764720876879939,0.8290960451977402,S0651
H0652,90320647,9,0,2.2,5,0.69,3.6,0.045,0.0,0.22,0.025,0.0689999999999999,0.72,1,0.265,0.09399999999999989,0.72,0.8539709649871904,0.902542372881356,S0652
H0653,90320677,55,0,0.0,25,2.49,12.0,0.275,0.0,0.0,0.125,0.249,2.4,1,0.275,0.374,2.4,0.9099181073703367,0.9413841807909604,S0653
H0654,90320677,55,0,0.0,25,2.49,12.0,0.275,0.0,0.0,0.125,0.249,2.4,1,0.275,0.374,2.4,0.9099181073703367,0.9413841807909604,S0654
H0655,90320680,56,0,3.0,18,1.81,10.5,0.28,0.0,0.3,0.09,0.181,2.1,1,0.5800000000000001,0.271,2.1,0.7639419404125285,0.827683615819209,S0655
H0656,90320692,116,2,7.1,38,3.63,17.6,0.58,0.0333333333333333,0.71,0.19,0.363,3.5200000000000005,1,1.3233333333333333,0.5529999999999999,3.5200000000000005,0.5648653737525889,0.5875706214689266,S0656
H0657,90320693,57,0,3.0,25,2.45,12.5,0.285,0.0,0.3,0.125,0.245,2.5,1,0.585,0.37,2.5,0.8230452674897121,0.8728813559322034,S0657
H0658,90320693,54,0,3.0,25,2.45,12.5,0.27,0.0,0.3,0.125,0.245,2.5,1,0.5700000000000001,0.37,2.5,0.8333333333333333,0.8799435028248588,S0658
H0659,90320713,190,29,12.8,48,6.26,46.0,0.95,0.4833333333333333,1.28,0.24,0.626,9.2,1,2.713333333333333,0.866,9.2,0.3512058066026692,0.268361581920904,S0659
H0660,90320748,79,7,6.0,30,2.94,14.0,0.395,0.1166666666666666,0.6,0.15,0.294,2.8,1,1.1116666666666666,0.44399999999999995,2.8,0.5996402158704778,0.6370056497175142,S0660
H0661,90320770,55,4,3.0,25,2.25,12.0,0.275,0.0666666666666666,0.3,0.125,0.225,2.4,0,0.6416666666666666,1000000.0,2.4,0.36253776435045315,0.288135593220339,S0661
H0662,90321063,50,2,3.0,24,2.42,12.0,0.25,0.0333333333333333,0.3,0.12,0.242,2.4,1,0.5833333333333333,0.362,2.4,0.8187772925764192,0.8714689265536724,S0662
H0663,90321110,337,0,68.4,260,53.04,408.0,1.685,0.0,6.840000000000001,1.3,5.304,81.6,1,8.525,6.604,81.6,0.34234851078397804,0.2570621468926554,S0663
H0664,90321111,57,4,3.0,10,1.0,5.3,0.285,0.0666666666666666,0.3,0.05,0.1,1.06,1,0.6516666666666666,0.15000000000000002,1.06,0.7100591715976331,0.7740112994350282,S0664
H0665,90321322,57,2,3.0,28,2.72,13.0,0.285,0.0333333333333333,0.3,0.14,0.272,2.6,1,0.6183333333333332,0.41200000000000003,2.6,0.8289582757667865,0.8757062146892656,S0665
H0666,90321322,90,5,3.0,28,2.89,14.0,0.45,0.0833333333333333,0.3,0.14,0.289,2.8,1,0.8333333333333333,0.429,2.8,0.7120816520294327,0.7782485875706214,S0666
H0667,92460013,166,60,5.3,25,2.58,15.5,0.83,1.0,0.53,0.125,0.258,3.1,1,2.3600000000000003,0.383,3.1,0.574712643678161,0.5988700564971752,S0667
H0668,92460014,65,0,12.6,20,2.18,16.5,0.325,0.0,1.26,0.1,0.218,3.3,1,1.585,0.318,3.3,0.4411116012351125,0.3997175141242938,S0668
H0669,92460049,37,0,4.2,20,2.24,15.0,0.185,0.0,0.42,0.1,0.224,3.0,0,0.605,1000000.0,3.0,0.29455081001472755,0.18926553672316385,S0669
H0670,92460121,179,22,31.0,61,47.23,62.5,0.895,0.3666666666666666,3.1,0.305,4.723,12.5,1,4.361666666666666,5.028,12.5,0.600120024004801,0.6384180790960452,S0670
H0671,92460123,101,3,5.3,32,5.04,39.0,0.505,0.05,0.53,0.16,0.504,7.8,1,1.085,0.664,7.8,0.7037297677691767,0.7669491525423728,S0671
H0672,92460281,175,8,12.8,45,6.76,49.0,0.875,0.1333333333333333,1.28,0.225,0.6759999999999999,9.8,1,2.288333333333333,0.9009999999999999,9.8,0.41887740854509914,0.3629943502824859,S0672
H0673,92460282,148,24,6.4,48,7.42,51.0,0.74,0.4,0.64,0.24,0.742,10.2,1,1.7800000000000002,0.982,10.2,0.5561735261401557,0.5727401129943502,S0673
H0674,92460355,163,38,16.8,34,4.69,35.0,0.815,0.6333333333333333,1.6800000000000002,0.17,0.469,7.0,1,3.1283333333333334,0.639,7.0,0.28658769583492544,0.1751412429378531,S0674
H0675,92460391,53,0,8.4,20,2.03,14.0,0.265,0.0,0.8400000000000001,0.1,0.2029999999999999,2.8,1,1.105,0.30299999999999994,2.8,0.5549389567147613,0.5692090395480226,S0675
H0676,92460392,62,0,8.4,20,2.03,14.0,0.31,0.0,0.8400000000000001,0.1,0.2029999999999999,2.8,1,1.1500000000000001,0.30299999999999994,2.8,0.5414185165132647,0.5536723163841808,S0676
H0677,92460438,150,23,4.2,24,2.57,15.5,0.75,0.3833333333333333,0.42,0.12,0.257,3.1,1,1.5533333333333332,0.377,3.1,0.45948843620768887,0.4279661016949153,S0677
H0678,92460449,112,13,5.3,27,4.69,36.0,0.56,0.2166666666666666,0.53,0.135,0.469,7.2,1,1.3066666666666666,0.604,7.2,0.5873140172278779,0.617231638418079,S0678
H0679,92460449,121,27,5.3,27,4.69,36.0,0.605,0.45,0.53,0.135,0.469,7.2,1,1.585,0.604,7.2,0.5047955577990914,0.5,S0679
H0680,92460612,224,23,33.6,54,8.05,58.0,1.12,0.3833333333333333,3.3600000000000003,0.27,0.805,11.6,1,4.863333333333333,1.0750000000000002,11.6,0.20884093282283328,0.09745762711864407,S0680
H0681,92460615,228,46,0.0,70,7.27,52.0,1.14,0.7666666666666667,0.0,0.35,0.727,10.4,0,1.9066666666666667,1000000.0,10.4,0.10533707865168539,0.0211864406779661,S0681
H0682,92460616,149,60,0.0,28,2.79,20.0,0.745,1.0,0.0,0.14,0.279,4.0,0,1.745,1000000.0,4.0,0.30721966205837176,0.2076271186440678,S0682
H0683,92460665,174,12,21.6,70,12.42,92.0,0.87,0.2,2.16,0.35,1.242,18.4,1,3.2300000000000004,1.592,18.4,0.3790750568612585,0.307909604519774,S0683
H0684,92460719,115,2,6.4,41,6.71,48.0,0.575,0.0333333333333333,0.64,0.205,0.671,9.6,1,1.2483333333333333,0.876,9.6,0.7286859363614283,0.7937853107344632,S0684
H0685,95240129,275,57,18.3,71,9.1,58.0,1.375,0.95,1.83,0.355,0.91,11.6,1,4.155,1.2650000000000001,11.6,0.2570694087403599,0.1384180790960452,S0685
H0686,95240219,194,7,0.0,97,16.85,127.0,0.97,0.1166666666666666,0.0,0.485,1.685,25.4,1,1.0866666666666667,2.17,25.4,0.4800000000000001,0.4576271186440678,S0686
H0687,95240220,194,9,0.0,109,17.71,130.0,0.97,0.15,0.0,0.545,1.771,26.0,1,1.1199999999999999,2.316,26.0,0.45537340619307837,0.4209039548022599,S0687
H0688,95240344,72,2,6.0,16,1.75,12.0,0.36,0.0333333333333333,0.6,0.08,0.175,2.4,1,0.9933333333333333,0.255,2.4,0.5752636625119847,0.6002824858757062,S0688
H0689,95240363,213,42,10.4,76,11.97,93.0,1.065,0.7,1.04,0.38,1.197,18.6,1,2.8049999999999997,1.577,18.6,0.44883303411131065,0.4124293785310734,S0689
H0690,95240420,114,7,8.4,44,7.31,53.0,0.57,0.1166666666666666,0.8400000000000001,0.22,0.731,10.6,1,1.5266666666666666,0.951,10.6,0.6346519991537973,0.6751412429378532,S0690
H0691,95240424,137,8,11.4,40,5.88,43.0,0.685,0.1333333333333333,1.14,0.2,0.588,8.6,1,1.9583333333333333,0.788,8.6,0.4607587160190447,0.4300847457627119,S0691
H0692,95240431,170,40,19.8,24,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,1,3.4966666666666666,0.375,3.4,0.9118541033434651,0.9449152542372882,S0692
H0693,95240439,189,13,7.9,50,5.83,40.0,0.945,0.2166666666666666,0.79,0.25,0.583,8.0,1,1.9516666666666667,0.833,8.0,0.47199496538703584,0.4505649717514124,S0693
H0694,95240444,225,17,16.8,78,8.33,56.0,1.125,0.2833333333333333,1.6800000000000002,0.39,0.833,11.2,1,3.0883333333333334,1.2229999999999999,11.2,0.3489995346672871,0.2669491525423729,S0694
H0695,95240547,335,48,28.1,110,18.07,134.5,1.675,0.8,2.81,0.55,1.807,26.9,1,5.285,2.357,26.9,0.2545824847250509,0.13559322033898305,S0695
H0696,95240554,184,0,12.0,60,9.49,67.0,0.92,0.0,1.2,0.3,0.949,13.4,1,2.12,1.2489999999999999,13.4,0.5344735435595938,0.5409604519774012,S0696
H0697,95240671,87,0,7.2,14,1.6,11.0,0.435,0.0,0.72,0.07,0.16,2.2,1,1.155,0.23,2.2,0.5194805194805194,0.5254237288135594,S0697
H0698,95240671,191,23,14.8,34,4.84,36.5,0.955,0.3833333333333333,1.48,0.17,0.484,7.3,1,2.8183333333333334,0.654,7.3,0.31602233224481197,0.2189265536723164,S0698
H0699,95241099,55,0,8.4,19,2.02,12.5,0.275,0.0,0.8400000000000001,0.095,0.202,2.5,0,1.1150000000000002,1000000.0,2.5,0.41928721174004197,0.3644067796610169,S0699
H0700,95241108,231,43,29.2,78,13.53,102.0,1.155,0.7166666666666667,2.92,0.39,1.353,20.4,1,4.791666666666666,1.7429999999999999,20.4,0.24699489543882766,0.12570621468926554,S0700
H0701,96040078,141,35,21.2,10,0.95,6.0,0.705,0.5833333333333334,2.12,0.05,0.095,1.2,1,3.408333333333333,0.14500000000000002,1.2,0.4866180048661801,0.4668079096045198,S0701
H0702,96040370,117,4,12.7,37,4.27,30.5,0.585,0.0666666666666666,1.27,0.185,0.4269999999999999,6.1,1,1.9216666666666666,0.6119999999999999,6.1,0.4329629095107519,0.3870056497175141,S0702
H0703,96040427,219,62,37.4,70,7.42,52.0,1.095,1.0333333333333334,3.74,0.35,0.742,10.4,1,5.868333333333334,1.092,10.4,0.1807773425730642,0.06779661016949153,S0703
H0704,96040452,91,0,0.0,19,2.03,13.5,0.455,0.0,0.0,0.095,0.2029999999999999,2.7,0,0.455,1000000.0,2.7,0.3081664098613251,0.20903954802259886,S0704
H0705,96040493,207,31,12.4,58,7.71,58.0,1.035,0.5166666666666667,1.24,0.29,0.771,11.6,1,2.791666666666667,1.061,11.6,0.36621093749999994,0.2937853107344633,S0705
H0706,96040537,139,0,14.4,43,4.56,32.0,0.695,0.0,1.44,0.215,0.4559999999999999,6.4,1,2.135,0.6709999999999999,6.4,0.40584415584415584,0.3453389830508475,S0706
H0707,96040538,118,10,11.4,24,2.54,17.5,0.59,0.1666666666666666,1.14,0.12,0.254,3.5,1,1.8966666666666665,0.374,3.5,0.39640591966173366,0.3333333333333333,S0707
H0708,96040538,140,23,12.6,28,3.2,20.0,0.7,0.3833333333333333,1.26,0.14,0.32,4.0,1,2.3433333333333333,0.46,4.0,0.37641154328732745,0.3036723163841808,S0708
