human_respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,respondent_id,Envir01,Envir05,LifSty01,LifSty07,Mobil05,Mobil12,choice_code,choice_label,chosen_alternative_name,Choice
H0080,14050186,2.256576028779217,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,1,0,a work trip,not high education,1,car is available for this trip,134,28,8.0,20,2.32,15.0,0.67,0.1,0.4666666666666667,0.8,0.2319999999999999,3.0,AI0080,4,3,2,2,3,5,1,B,CAR,1
H0081,14050194,0.7495589495214057,-1,male,30 or younger,7000,around CHF 7000 per month,0,1,0,0,1,1,7.0,1,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,57,0,3.7,17,1.69,9.0,0.285,0.085,0.0,0.37,0.1689999999999999,1.8,AI0081,4,3,2,2,3,2,1,B,CAR,1
H0082,14050278,0.3735873657560173,46,male,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,289,81,40.0,62,11.32,85.0,1.445,0.31,1.35,4.0,1.132,17.0,AI0082,4,5,4,5,3,5,1,B,CAR,1
H0083,19130092,2.029711386372872,36,female,36 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,1,1,-1,1,0,a work trip,not high education,1,car is available for this trip,127,0,29.0,36,5.36,39.0,0.635,0.18,0.0,2.9,0.536,7.8,AI0083,4,4,2,3,3,5,1,B,CAR,1
H0084,19130148,0.2290902236010023,42,female,42 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,76,4,7.9,27,3.53,25.5,0.38,0.135,0.0666666666666666,0.79,0.353,5.1,AI0084,4,4,2,3,3,5,1,B,CAR,1
H0085,19130149,0.2545934244605354,41,male,41 years old,3250,around CHF 3250 per month,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,162,54,21.6,34,5.12,37.0,0.81,0.17,0.9,2.16,0.512,7.4,AI0085,4,5,5,3,5,4,1,B,CAR,1
H0086,19130149,0.2545934244605354,41,male,41 years old,3250,around CHF 3250 per month,1,0,0,1,0,0,3.25,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,150,15,23.2,32,5.07,35.0,0.75,0.16,0.25,2.32,0.507,7.0,AI0086,4,5,3,5,3,4,1,B,CAR,1
H0087,19130179,0.1999290444257219,66,male,65 or older,5000,around CHF 5000 per month,1,0,0,0,1,0,5.0,1,0,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,44,0,6.8,12,1.39,10.5,0.22,0.06,0.0,0.6799999999999999,0.1389999999999999,2.1,AI0087,4,5,5,5,3,5,1,B,CAR,1
H0088,19130202,0.3735873657560173,46,male,46 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,0,1,a non-work trip,high education,1,car is available for this trip,188,15,45.0,51,6.48,51.0,0.94,0.255,0.25,4.5,0.648,10.2,AI0088,4,5,5,5,5,5,1,B,CAR,1
H0089,19130203,0.2290902236010023,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,a work trip,high education,1,car is available for this trip,26,0,6.0,16,1.89,12.0,0.13,0.08,0.0,0.6,0.189,2.4,AI0089,4,5,5,5,5,5,1,B,CAR,1
H0090,19130203,0.2290902236010023,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,a work trip,high education,1,car is available for this trip,26,0,6.0,16,1.89,12.0,0.13,0.08,0.0,0.6,0.189,2.4,AI0090,4,5,5,5,3,4,1,B,CAR,1
H0091,19130252,0.954424398357919,61,male,61 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,180,30,51.4,86,18.69,122.0,0.9,0.43,0.5,5.14,1.869,24.4,AI0091,4,4,2,3,3,5,1,B,CAR,1
H0092,19130292,0.5414274486172608,39,female,39 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,129,14,32.0,33,5.13,37.0,0.645,0.165,0.2333333333333333,3.2,0.513,7.4,AI0092,4,5,5,5,5,5,1,B,CAR,1
H0093,19130767,0.8584724543995766,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,27,0,3.0,2,0.39,2.5,0.135,0.01,0.0,0.3,0.039,0.5,AI0093,4,4,2,3,3,5,1,B,CAR,1
H0094,19130798,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,113,0,34.6,42,5.4,42.0,0.565,0.21,0.0,3.46,0.54,8.4,AI0094,4,3,2,2,3,5,1,B,CAR,1
H0095,19130798,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,188,37,34.6,42,5.4,42.0,0.94,0.21,0.6166666666666667,3.46,0.54,8.4,AI0095,4,3,3,3,3,4,1,B,CAR,1
H0096,19130827,2.256576028779217,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,221,43,38.4,56,9.49,72.0,1.105,0.28,0.7166666666666667,3.84,0.949,14.4,AI0096,4,4,2,3,3,5,1,B,CAR,1
H0097,19130855,2.029711386372872,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,72,1,7.6,27,4.13,31.0,0.36,0.135,0.0166666666666666,0.76,0.413,6.2,AI0097,4,3,2,3,3,2,1,B,CAR,1
H0098,19130855,2.029711386372872,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,126,15,14.8,27,4.14,31.0,0.63,0.135,0.25,1.48,0.414,6.2,AI0098,4,4,3,3,3,2,1,B,CAR,1
H0099,19130863,0.6019450605361366,37,male,37 years old,9035,around CHF 9035 per month,1,0,0,0,0,0,9.035,0,0,0,-1,-1,-1,-1,0,1,a non-work trip,high education,1,car is available for this trip,338,72,51.8,63,14.32,101.0,1.69,0.315,1.2,5.18,1.432,20.2,AI0099,4,4,4,4,4,4,1,B,CAR,1
H0100,19130871,0.2290902236010023,51,female,51 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,220,37,20.9,59,10.27,78.5,1.1,0.295,0.6166666666666667,2.09,1.027,15.7,AI0100,4,5,5,5,3,5,1,B,CAR,1
H0101,19130963,0.3360277669782562,53,female,53 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,3,3,1,1,0,a work trip,high education,1,car is available for this trip,28,0,6.0,7,0.79,4.5,0.14,0.035,0.0,0.6,0.079,0.9,AI0101,4,5,5,5,5,5,1,B,CAR,1
H0102,19131061,2.029711386372872,34,female,34 years old,7384,around CHF 7384 per month,0,1,0,0,0,0,7.384,0,0,0,2,6,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,262,33,49.2,30,3.93,27.0,1.31,0.15,0.55,4.92,0.393,5.4,AI0102,4,3,2,3,3,4,1,B,CAR,1
H0103,19610035,0.3360277669782562,45,female,45 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,72,0,2.6,14,1.39,5.5,0.36,0.07,0.0,0.26,0.1389999999999999,1.1,AI0103,4,5,5,5,3,4,1,B,CAR,1
H0104,19610035,0.3360277669782562,45,female,45 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,6,4,2,1,0,a work trip,high education,1,car is available for this trip,73,3,2.6,14,1.39,5.5,0.365,0.07,0.05,0.26,0.1389999999999999,1.1,AI0104,4,5,5,5,3,5,1,B,CAR,1
H0105,19610114,0.2290902236010023,52,female,52 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,82,0,10.6,26,2.67,16.2,0.41,0.13,0.0,1.06,0.267,3.24,AI0105,4,3,2,3,3,5,1,B,CAR,1
H0106,19610182,0.7944811628173415,29,female,30 or younger,5000,around CHF 5000 per month,1,0,0,0,0,1,5.0,1,0,0,1,0,1,0,0,1,a non-work trip,high education,1,car is available for this trip,75,0,6.2,39,3.97,25.0,0.375,0.195,0.0,0.62,0.397,5.0,AI0106,4,5,4,5,3,5,1,B,CAR,1
H0107,19650025,0.2545934244605354,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,0,1,a non-work trip,high education,1,car is available for this trip,44,0,3.2,15,1.63,7.1,0.22,0.075,0.0,0.32,0.1629999999999999,1.42,AI0107,4,5,5,5,3,5,1,B,CAR,1
H0108,19650025,0.2545934244605354,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,2,2,5,2,1,0,a work trip,high education,1,car is available for this trip,78,11,3.7,27,2.81,13.5,0.39,0.135,0.1833333333333333,0.37,0.281,2.7,AI0108,4,5,5,5,5,5,1,B,CAR,1
H0109,19650026,0.8584724543995766,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,2,5,2,1,0,a work trip,not high education,1,car is available for this trip,89,4,7.4,28,2.87,14.0,0.445,0.14,0.0666666666666666,0.74,0.287,2.8,AI0109,4,4,4,4,4,4,1,B,CAR,1
H0110,19650041,0.6019450605361366,36,male,36 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,1,0,1,0,0,1,a non-work trip,high education,1,car is available for this trip,96,0,11.0,38,3.78,16.9,0.48,0.19,0.0,1.1,0.378,3.38,AI0110,4,5,4,5,3,5,1,B,CAR,1
H0111,19650072,0.954424398357919,52,male,52 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,1,0,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,262,37,27.6,61,6.48,39.3,1.31,0.305,0.6166666666666667,2.76,0.648,7.859999999999999,AI0111,4,3,2,3,3,5,1,B,CAR,1
H0112,19650138,0.3735873657560173,48,male,48 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,75,1,4.4,34,3.25,14.0,0.375,0.17,0.0166666666666666,0.44,0.325,2.8,AI0112,4,5,5,5,3,5,1,B,CAR,1
H0113,19650139,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,2,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,257,50,23.7,120,17.61,110.0,1.285,0.6,0.8333333333333334,2.37,1.761,22.0,AI0113,4,3,3,3,3,4,1,B,CAR,1
H0114,19650218,2.029711386372872,37,female,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,52,0,7.4,30,3.25,14.0,0.26,0.15,0.0,0.74,0.325,2.8,AI0114,4,4,2,3,3,5,1,B,CAR,1
H0115,19650224,0.8584724543995766,48,female,48 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,197,46,12.8,40,4.06,24.0,0.985,0.2,0.7666666666666667,1.28,0.4059999999999999,4.8,AI0115,4,3,2,2,3,5,1,B,CAR,1
H0116,19650224,0.8584724543995766,48,female,48 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,182,27,16.8,40,4.06,24.0,0.91,0.2,0.45,1.6800000000000002,0.4059999999999999,4.8,AI0116,4,3,2,2,3,5,1,B,CAR,1
H0117,19650242,0.2290902236010023,52,female,52 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,2,4,4,1,0,1,a non-work trip,high education,1,car is available for this trip,165,25,5.1,33,3.4,18.5,0.825,0.165,0.4166666666666667,0.51,0.3399999999999999,3.7,AI0117,4,5,5,5,3,4,1,B,CAR,1
H0118,19650281,2.256576028779217,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,a work trip,not high education,1,car is available for this trip,61,1,0.0,36,4.24,18.0,0.305,0.18,0.0166666666666666,0.0,0.424,3.6,AI0118,4,3,2,3,3,5,1,B,CAR,1
H0119,19650295,0.2545934244605354,55,male,55 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,1,2,4,1,1,0,a work trip,not high education,1,car is available for this trip,137,12,14.0,64,9.19,64.0,0.685,0.32,0.2,1.4,0.919,12.8,AI0119,4,3,2,3,3,5,1,B,CAR,1
H0120,19650327,0.8584724543995766,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,127,0,8.0,23,2.31,14.7,0.635,0.115,0.0,0.8,0.231,2.94,AI0120,4,3,2,3,3,5,1,B,CAR,1
H0121,19650425,0.5414274486172608,36,female,36 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,1,0,1,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,139,0,8.6,35,3.47,17.5,0.695,0.175,0.0,0.86,0.347,3.5,AI0121,4,5,2,5,3,3,1,B,CAR,1
H0122,19650448,2.029711386372872,37,female,37 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,45,0,7.4,23,2.32,10.0,0.225,0.115,0.0,0.74,0.2319999999999999,2.0,AI0122,4,4,4,4,4,4,1,B,CAR,1
H0123,19650575,0.2290902236010023,54,female,54 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,1,0,1,1,0,1,0,0,1,a non-work trip,high education,1,car is available for this trip,111,13,4.8,31,3.17,17.5,0.555,0.155,0.2166666666666666,0.48,0.317,3.5,AI0123,4,5,3,5,3,4,1,B,CAR,1
H0124,19650631,2.029711386372872,32,female,32 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,2,2,1,0,1,a non-work trip,not high education,1,car is available for this trip,146,0,18.4,59,6.03,28.0,0.73,0.295,0.0,1.84,0.603,5.6,AI0124,4,3,2,3,3,4,1,B,CAR,1
H0125,19650656,0.2290902236010023,47,female,47 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,1,1,0,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,239,12,19.8,69,6.91,33.0,1.195,0.345,0.2,1.98,0.6910000000000001,6.6,AI0125,4,3,2,3,3,4,1,B,CAR,1
H0126,19730033,0.5414274486172608,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,203,16,23.25,57,6.94,46.0,1.015,0.285,0.2666666666666666,2.325,0.6940000000000001,9.2,AI0126,4,5,5,5,5,5,1,B,CAR,1
H0127,19730085,0.7944811628173415,27,female,30 or younger,5000,around CHF 5000 per month,1,0,0,0,0,1,5.0,1,1,0,1,1,2,-1,0,1,a non-work trip,high education,1,car is available for this trip,82,0,6.0,30,2.89,14.0,0.41,0.15,0.0,0.6,0.289,2.8,AI0127,4,5,3,5,3,4,1,B,CAR,1
H0128,19730092,0.2290902236010023,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,138,1,20.0,53,5.23,31.0,0.69,0.265,0.0166666666666666,2.0,0.523,6.2,AI0128,4,5,5,5,3,5,1,B,CAR,1
H0129,19730126,2.029711386372872,28,female,30 or younger,3250,around CHF 3250 per month,0,1,0,1,0,1,3.25,1,1,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,98,0,0.0,48,4.74,30.0,0.49,0.24,0.0,0.0,0.474,6.0,AI0129,4,3,2,2,3,5,1,B,CAR,1
H0130,20860315,0.8584724543995766,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,15,0,0.0,10,1.23,7.0,0.075,0.05,0.0,0.0,0.123,1.4,AI0130,4,3,2,2,3,2,1,B,CAR,1
H0131,28000244,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,95,5,12.1,130,16.29,121.0,0.475,0.65,0.0833333333333333,1.21,1.629,24.2,AI0131,4,5,3,3,5,2,0,A,PT,0
H0132,28000306,2.029711386372872,29,female,30 or younger,9000,around CHF 9000 per month,0,1,0,1,0,1,9.0,1,0,0,1,2,3,1,1,0,a work trip,not high education,0,car is not available for this trip,61,0,4.1,17,1.95,13.5,0.305,0.085,0.0,0.41,0.195,2.7,AI0132,4,5,3,3,3,2,0,A,PT,0
H0133,28000344,0.3735873657560173,52,male,52 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,6,5,1,1,0,a work trip,high education,1,car is available for this trip,46,0,2.2,6,0.66,3.2,0.23,0.03,0.0,0.22,0.066,0.64,AI0133,4,5,2,5,3,3,1,B,CAR,1
H0134,28000344,0.3735873657560173,52,male,52 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,6,5,1,1,0,a work trip,high education,1,car is available for this trip,51,0,2.2,6,0.66,3.2,0.255,0.03,0.0,0.22,0.066,0.64,AI0134,4,5,5,5,3,4,1,B,CAR,1
H0135,28000366,0.954424398357919,42,male,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,36,0,0.0,6,0.75,2.5,0.18,0.03,0.0,0.0,0.075,0.5,AI0135,4,3,2,3,3,2,1,B,CAR,1
H0136,28000366,0.954424398357919,42,male,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,1,0,a work trip,not high education,1,car is available for this trip,34,0,3.0,6,0.75,2.5,0.17,0.03,0.0,0.3,0.075,0.5,AI0136,4,3,2,2,3,5,1,B,CAR,1
H0137,28000367,0.3735873657560173,-1,traveler,30 or younger,-1,unknown income,0,1,0,0,0,1,-0.001,0,0,1,-1,-1,-1,-1,0,1,a non-work trip,not high education,1,car is available for this trip,26,0,2.2,13,1.33,7.6,0.13,0.065,0.0,0.22,0.133,1.52,AI0137,4,3,2,2,3,5,1,B,CAR,1
H0138,28000460,0.7944811628173415,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,219,17,0.0,177,24.26,180.5,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,AI0138,4,5,5,5,3,5,1,B,CAR,1
H0139,28000700,0.2290902236010023,42,female,42 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,3,1,0,a work trip,high education,1,car is available for this trip,18,0,2.2,4,0.49,1.9,0.09,0.02,0.0,0.22,0.049,0.38,AI0139,4,5,5,5,3,4,1,B,CAR,1
H0140,28000701,0.3735873657560173,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,a non-work trip,high education,1,car is available for this trip,69,0,3.0,14,1.63,7.0,0.345,0.07,0.0,0.3,0.1629999999999999,1.4,AI0140,4,5,5,5,3,5,1,B,CAR,1
H0141,28000701,0.3735873657560173,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,a non-work trip,high education,1,car is available for this trip,58,0,2.6,14,1.62,6.0,0.29,0.07,0.0,0.26,0.162,1.2,AI0141,4,5,5,5,3,5,1,B,CAR,1
H0142,28240110,2.256576028779217,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,105,6,16.6,37,3.58,23.6,0.525,0.185,0.1,1.66,0.358,4.720000000000001,AI0142,4,3,3,3,3,4,1,B,CAR,1
H0143,28240110,2.256576028779217,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,39,0,6.2,21,1.99,12.6,0.195,0.105,0.0,0.62,0.199,2.52,AI0143,4,3,2,2,3,5,1,B,CAR,1
H0144,28240111,0.7944811628173415,31,female,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,29,0,6.0,8,0.37,2.4,0.145,0.04,0.0,0.6,0.037,0.48,AI0144,4,5,5,5,3,4,1,B,CAR,1
H0145,28240134,0.7944811628173415,23,female,30 or younger,10807,around CHF 10807 per month,1,0,0,0,0,1,10.807,1,0,0,-1,3,5,-1,1,0,a work trip,high education,1,car is available for this trip,83,7,8.0,33,4.7,35.0,0.415,0.165,0.1166666666666666,0.8,0.47,7.0,AI0145,4,5,5,5,5,4,1,B,CAR,1
H0146,28240179,0.954424398357919,51,male,51 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,1,0,3,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,168,11,18.5,114,13.54,101.0,0.84,0.57,0.1833333333333333,1.85,1.354,20.2,AI0146,4,3,2,2,3,5,1,B,CAR,1
H0147,28240202,0.6019450605361366,39,male,39 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,215,21,0.0,163,20.71,150.0,1.075,0.815,0.35,0.0,2.071,30.0,AI0147,4,3,2,3,3,5,1,B,CAR,1
H0148,28240264,0.379687884439486,19,male,30 or younger,9321,around CHF 9321 per month,0,0,0,0,0,1,9.321,1,0,1,1,5,5,1,1,0,a work trip,not high education,0,car is not available for this trip,140,10,0.0,56,10.02,69.0,0.7,0.28,0.1666666666666666,0.0,1.002,13.8,AI0148,4,5,2,2,3,1,0,A,PT,0
H0149,28240270,0.8832827856419051,24,male,30 or younger,10807,around CHF 10807 per month,1,0,0,0,0,1,10.807,1,0,0,2,6,4,0,1,0,a work trip,high education,1,car is available for this trip,280,19,0.0,199,33.47,235.0,1.4,0.995,0.3166666666666666,0.0,3.347,47.0,AI0149,4,5,4,3,5,5,1,B,CAR,1
H0150,28240523,0.2545934244605354,41,male,41 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,46,0,3.1,16,1.48,9.1,0.23,0.08,0.0,0.31,0.148,1.82,AI0150,4,5,5,5,3,5,1,B,CAR,1
H0151,28240523,0.2545934244605354,41,male,41 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,46,0,3.1,16,1.48,9.1,0.23,0.08,0.0,0.31,0.148,1.82,AI0151,4,5,5,5,3,5,1,B,CAR,1
H0152,28240755,2.256576028779217,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,160,7,21.8,40,4.86,32.8,0.8,0.2,0.1166666666666666,2.18,0.486,6.56,AI0152,4,4,2,3,3,5,1,B,CAR,1
H0153,28240755,2.256576028779217,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,168,5,38.8,72,11.16,85.0,0.84,0.36,0.0833333333333333,3.88,1.116,17.0,AI0153,4,5,3,3,5,2,1,B,CAR,1
H0154,28240756,0.5414274486172608,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,237,33,81.4,13,1.35,8.5,1.185,0.065,0.55,8.14,0.135,1.7,AI0154,4,5,5,5,3,5,1,B,CAR,1
H0155,28240756,0.5414274486172608,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,237,33,81.4,13,1.35,8.5,1.185,0.065,0.55,8.14,0.135,1.7,AI0155,4,5,5,5,5,5,1,B,CAR,1
H0156,28240762,0.5414274486172608,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,106,15,10.8,25,2.85,19.2,0.53,0.125,0.25,1.08,0.285,3.84,AI0156,4,3,2,2,3,5,1,B,CAR,1
H0157,28240762,0.5414274486172608,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,76,8,6.2,23,2.31,15.3,0.38,0.115,0.1333333333333333,0.62,0.231,3.06,AI0157,4,3,2,2,3,5,1,B,CAR,1
H0158,28240797,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,281,51,0.0,194,25.67,189.2,1.405,0.97,0.85,0.0,2.567,37.84,AI0158,4,5,5,5,3,5,1,B,CAR,1
H0159,28240798,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,281,51,0.0,194,25.67,189.2,1.405,0.97,0.85,0.0,2.567,37.84,AI0159,4,5,5,5,3,5,1,B,CAR,1
